"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"504","knut anders","hovstad",3653,"https://doi.org/10.32942/osf.io/68ats","causal inference and large-scale expert validation shed light on the drivers of sdm accuracy and variance","rob james boyd","united kingdom",2018,"methods papers","plants, invertebrates","https://osf.io/8dc6q/","https://osf.io/8dc6q/",NA,"no","https://doi.org/10.1111/ddi.13698","diversity and distributions","2023-04-13","no",1,"code and data are avaiable in the online (html) version of the paper: https://onlinelibrary.wiley.com/doi/full/10.1111/ddi.13698","code and data are avaiable in the online (html) version of the paper: https://onlinelibrary.wiley.com/doi/full/10.1111/ddi.13698","https://doi.org/10.1111/ddi.13698",2022-09-21,1,10,204,"preprint",1,0,0,0,1,1,"yes","yes","yes","yes"
"505","knut anders","hovstad",4977,"https://doi.org/10.32942/x2r59k","using repeatability of performance within and across contexts to validate measures of behavioral flexibility","kelsey mccune","united states of america",2016,"research article","vertebrates","https://knb.ecoinformatics.org/view/doi:10.5063/f1vx0f0w","https://github.com/corinalogan/grackles/blob/master/files/preregistrations/g_flexmanip2rep.rmd",1,"yes","https://doi.org/10.7717/peerj.15773","peerj life and environment","2023-08-17","no",1,"https://knb.ecoinformatics.org/view/doi:10.5063/f1vx0f0w","https://knb.ecoinformatics.org/view/doi:10.5063/f1vx0f0w",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"506","knut anders","hovstad",4979,"https://doi.org/10.32942/x2mg69","the advertisement call of mannophryne lamarcai mijares-urrutia et arends 1999 (anura: dendrobatidae)","ada sánchez-mercado","australia",2006,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"507","knut anders","hovstad",4998,"https://doi.org/10.32942/x23g6n","lags in the response of plant assemblages to global warming depends on temperature-change velocity","laura camila pacheco riaño","norway",2021,"research article","plants","https://doi.org/10.5281/zenodo.6998063","https://doi.org/10.5281/zenodo.6998063",0,"no","https://doi.org/10.1111/geb.13653","global ecology and biogeography","2023-03-07","no",3,"https://doi.org/10.5281/zenodo.6998063","https://doi.org/10.5281/zenodo.6998063",NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"508","knut anders","hovstad",5006,"https://doi.org/10.32942/x2v01r","a novel method for measuring acute thermal tolerance in fish embryos","zara-louise cowan","norway",2016,"research article","vertebrates","the link to data and code is missing in the preprint. the data availability section includes this statement: ""data and script for this study are archived in the dryad digital repository (add link here when available), following best practices (roche et al. 2015), and was made available to editors and reviewers upon initial submission.""","the link to data and code is missing in the preprint. the data availability section includes this statement: ""data and script for this study are archived in the dryad digital repository (add link here when available), following best practices (roche et al. 2015), and was made available to editors and reviewers upon initial submission.""",1,"no","https://doi.org/10.1093/conphys/coad061","conservation physiology","2023-08-08","no",0,"http://dx.doi.org/10.6084/m9.figshare.23708862","http://dx.doi.org/10.6084/m9.figshare.23708862",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"509","knut anders","hovstad",5010,"https://doi.org/10.32942/x2zp4q","what acoustic telemetry can and can’t tell us about fish biology","david m.p. jacoby","united kingdom",2010,"methods papers","vertebrates",NA,NA,0,"no","https://doi.org/10.1111/jfb.15588","journal of fish biology","2023-10-13","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"510","knut anders","hovstad",5014,"https://doi.org/10.32942/x2kg60","statistical methods to identify mechanisms in studies of eco-evolutionary dynamics","jelena holly pantel","germany",2005,"methods papers","ecoevo paper with broad taxonomic scope","https://github.com/jhpantel/ecoevor","https://github.com/jhpantel/ecoevor",NA,"no","https://doi.org/10.1016/j.tree.2023.03.011","trends in ecology and evolution","2023-06-26","no",0,"https://github.com/jhpantel/ecoevor","https://github.com/jhpantel/ecoevor",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","yes","yes","yes"
"511","knut anders","hovstad",5427,"https://doi.org/10.32942/x24s49","plio-pleistocene african megaherbivore losses associated with community biomass restructuring","juan l. cantalapiedra","spain",2008,"research article","vertebrates","https://doi.org/10.5061/dryad.69p8cz968","https://doi.org/10.5061/dryad.69p8cz968",NA,"no","https://doi.org/10.1126/science.add8366","science","2023-06-08","no",0,"https://www.science.org/doi/suppl/10.1126/science.add8366/suppl_file/science.add8366_data_s1_to_s5.zip","https://www.science.org/doi/suppl/10.1126/science.add8366/suppl_file/science.add8366_data_s1_to_s5.zip",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"512","knut anders","hovstad",3827,"https://doi.org/10.32942/osf.io/gaw49","density dependence and disease dynamics: moving towards a predictive framework","gregory albery","germany",2014,"opinion","pathogenic organisms",NA,NA,1,"no",NA,NA,NA,NA,NA,"null",NA,NA,2022-02-16,1,1,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"513","edward","ivimey-cook",3956,"https://doi.org/10.32942/osf.io/r6jta","niche evolution and phylogenetic community paleoecology of late ordovician crinoids","selina r. cole","united states of america",2015,"research article","invertebrates","none","none",NA,"no","https://doi.org/10.1017/9781108893459","elements of paleontology","2022-04-29","no",1,"www.cambridge.org/colewright","www.cambridge.org/colewright",NA,2021-09-27,1,2,214,"preprint",0,0,0,0,1,1,"no","no","no","no"
"514","edward","ivimey-cook",3957,"https://doi.org/10.32942/osf.io/tkq9w","learning from your mistakes: a novel method to predict the response to directional selection","lisandro milocco","finland",2020,"methods papers","invertebrates, teeth?","none","none",NA,"no","https://doi.org/10.1073/pnas.2117916119","proceedings of the national academy of sciences of the united states of america","2022-07-06","yes",2,"https://doi.org/10.5061/dryad.9cnp5hqdr; https://github.com/millisan/learning-from-mistakes","https://github.com/millisan/learning-from-mistakes",NA,2021-09-27,1,2,282,"preprint",0,0,0,0,1,1,"no","no","yes","yes"
"515","edward","ivimey-cook",3917,"https://doi.org/10.32942/osf.io/59wx4","culture is reducing genetic heritability and superseding genetic adaptation","timothy waring","united states of america",2004,"comment",NA,"none","none",0,"no","https://doi.org/10.1017/s0140525x21001667","behavioral and brain sciences","2022-09-13","no",0,"none","none","https://doi.org/10.1017/S0140525X21001667",2021-10-29,1,3,319,"preprint",0,0,0,0,0,0,"no","no","no","no"
"516","edward","ivimey-cook",3910,"https://doi.org/10.32942/osf.io/mjtbk","thermal plasticity in behavioural traits mediates mating and reproductive dynamics in an ectotherm","jeanette moss","australia",2019,"research article","vertebrates","https://osf.io/2qv47/?view_only=82fd7281157545039a3ca4f8e44c6eba","https://osf.io/2qv47/?view_only=82fd7281157545039a3ca4f8e44c6eba",NA,"no","https://doi.org/10.1086/724381","the american naturalist","2023-04-24","no",0,"https://doi.org/10.5281/zenodo.7426861","https://doi.org/10.5281/zenodo.7426861",NA,2021-11-08,1,4,532,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"517","edward","ivimey-cook",3905,"https://doi.org/10.32942/osf.io/nr23w","amazon fire regimes under climate change scenarios","leonardo ariel saravia","argentina",1998,"research article","modelling only","https://doi.org/10.5281/zenodo.5703638; https://github.com/lsaravia/amazonfiretippingpoints","https://doi.org/10.5281/zenodo.5703638; https://github.com/lsaravia/amazonfiretippingpoints",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16,3,3,NA,"preprint",0,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"518","edward","ivimey-cook",3906,"https://doi.org/10.32942/osf.io/xz7pb","the role of sexual isolation during rapid ecological divergence: evidence for a new dimension of isolation in rhagoletis pomonella","alycia lackey","united states of america",2007,"research article","invertebrates","none","none",NA,"no","https://doi.org/10.1111/jeb.14179","journal of evolutionary biology","2023-05-12","no",1,"https://doi.org/10.5061/dryad.dfn2z356k; https://doi.org/10.5061/dryad.hmgqnk9ng.","none","https://doi.org/10.1111/jeb.14179",2021-11-16,3,4,542,"preprint",0,0,0,0,1,1,"no","no","yes","no"
"519","edward","ivimey-cook",3904,"https://doi.org/10.32942/osf.io/3nytg","the better, the choosier: a meta-analysis on inter-individual variation of male mate choice","pietro pollo","australia",2012,"reviews and meta-analyses","invertebrates, vertebrates","https://osf.io/umy4w/","https://osf.io/umy4w/",NA,"no","https://doi.org/10.1111/ele.13981","ecology letters","2022-03-08","no",7,"https://osf.io/umy4w/","https://osf.io/umy4w/",NA,2021-11-17,2,3,111,"preprint",0,0,0,0,1,1,"yes","yes","yes","yes"
"520","edward","ivimey-cook",3902,"https://doi.org/10.32942/osf.io/4hdq6","the emergence and persistence of payments for watershed services programs in mexico","kelly jones","united states of america",2005,"research article",NA,"none","none",NA,"no","https://doi.org/10.1016/j.wre.2023.100217","water resources and economics","2023-01-26","no",1,"none","none","https://doi.org/10.1016/j.wre.2023.100217",2021-11-18,1,1,434,"preprint",0,0,0,0,0,0,"no","no","no","no"
"521","edward","ivimey-cook",3900,"https://doi.org/10.32942/osf.io/gd7cv","quantifying research interests in 7,521 mammalian species with h-index: a case study","jessica tam","australia",NA,"research article","vertebrates","https://github.com/jesstytam/biases_in_mammalian_research","https://github.com/jesstytam/biases_in_mammalian_research",NA,"no","https://doi.org/10.1093/gigascience/giac074","gigascience","2022-07-13","no",4,"https://zenodo.org/records/6672954, https://zenodo.org/records/6644032, https://zenodo.org/records/5711932","https://zenodo.org/records/6672954","https://doi.org/10.1093/gigascience/giac074",2021-11-19,1,4,236,"preprint",0,0,0,0,0,1,"yes","yes","no","no"
"522","edward","ivimey-cook",3854,"https://doi.org/10.32942/osf.io/aty7n","guidelines for the prediction of species interactions through binary classification","timothée poisot","canada",2009,"methods papers",NA,"none","https://doi.org/10.17605/osf.io/jkewd",NA,"no","https://doi.org/10.1111/2041-210x.14071","methods in ecology and evolution","2023-03-21","no",4,NA,"https://doi.org/10.17605/osf.io/jkewd.","https://doi.org/10.1111/2041-210X.14071",2022-01-10,2,1,435,"preprint",0,0,0,0,0,0,"no","yes","not applicable","yes"
"523","edward","ivimey-cook",3855,"https://doi.org/10.32942/osf.io/vqejt","molecular paleobiology of the echinoderm skeleton","jeffrey thompson","united kingdom",2011,"book","invertebrates",NA,NA,NA,"no","https://doi.org/10.1017/9781009179768","elements of paleontology","2022-12-01","no",2,NA,NA,NA,2022-01-10,1,1,325,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"524","edward","ivimey-cook",3853,"https://doi.org/10.32942/osf.io/b793g","latitudinal but not elevational variation in blood glucose level is linked to life history across passerine birds","oldřich tomášek","czechia",2005,"research article","vertebrates","https://osf.io/xyvs2/","https://osf.io/xyvs2/",NA,"no","https://doi.org/10.1111/ele.14097","ecology letters","2022-09-09","no",4,"https://osf.io/xyvs2","https://osf.io/xyvs2","https://doi.org/10.1111/ele.14097",2022-01-13,1,10,239,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"525","edward","ivimey-cook",3850,"https://doi.org/10.32942/osf.io/hxbc7","a species distribution model of the antarctic minke whale (balaenoptera bonaerensis)","volodymyr tytar","ukraine",1976,"research article","vertebrates","none","none",0,"no","http://doi.org/10.15407/tu2309","theriologia ukrainica","2022-06-30","no",NA,"none","none","https://doi.org/10.15407/TU2309",2022-01-14,1,1,167,"preprint",0,0,0,0,0,1,"no","no","no","no"
"526","edward","ivimey-cook",3851,"https://doi.org/10.32942/osf.io/e4cjw","flower strips increase the control of rosy apple aphids after parasitoid releases in an apple orchard","kévin tougeron","belgium",2015,"research article","plants, invertebrates","none","none",NA,"no","https://doi.org/10.1111/aab.12816","annals of applied biology","2022-11-19","no",3,"none","none","https://doi.org/10.1111/aab.12816",2022-01-14,1,5,309,"preprint",1,0,0,0,1,1,"no","no","no","no"
"527","edward","ivimey-cook",3852,"https://doi.org/10.32942/osf.io/ubp9w","plant community data from a statewide survey of paired serpentine and non-serpentine soils in california, usa","jesse e. d. miller","united states of america",2005,"other","plants","https://figshare.com/articles/dataset/plant_community_data_from_a_statewide_survey_of_paired_serpentine_and_non-serpentine_soils_in_california_usa/17009027/1",NA,NA,"no","https://doi.org/10.1002/ecy.3644","ecology","2022-01-24","no",0,"https://doi.org/10.6084/m9.figshare.17009027.",NA,"https://doi.org/10.1002/ecy.3644",2022-01-14,1,6,10,"preprint",1,0,0,0,0,0,"no","not applicable","yes","not applicable"
"528","edward","ivimey-cook",3849,"https://doi.org/10.32942/osf.io/jq34u","adaptations and plastic phenotypic responses of marine animals to the environmental challenges of the high intertidal zone","robine helena jannigje leeuwis","canada",2014,"book chapter","invertebrates, vertebrates",NA,NA,NA,"no","https://www.doi.org/10.1201/9781003288602-13","book chapter","2022-12-08","no",10,NA,NA,NA,2022-01-16,2,2,326,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"529","edward","ivimey-cook",3846,"https://doi.org/10.32942/osf.io/h576u","monitoring and modelling the effects of ecosystem engineers on ecosystem functioning","gianalberto losapio","switzerland",2015,"reviews and meta-analyses","plants, invertebrates, vertebrates",NA,NA,NA,"no","https://doi.org/10.1111/1365-2435.14315","functional ecology","2023-04-02","no",2,NA,NA,"https://doi.org/10.1111/1365-2435.14315",2022-01-22,1,5,435,"preprint",1,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"530","edward","ivimey-cook",3845,"https://doi.org/10.32942/osf.io/rtdyu","inferring trends in pollinator distributions across the neotropics from publicly available data remains challenging despite mobilisation efforts","rob james boyd","united kingdom",2018,"research article","invertebrates, vertebrates","none","https://github.com/robboyd/surpass_wp1",NA,"no","https://doi.org/10.1111/ddi.13551","diversity and distributions","2022-06-04","no",7,"10.15468/dl.xn6wyb, 10.15468/dl.nt2caq, 10.15468/dl.ph3pv6, 10.15468/dl.2626e4,  10.15468/dl.nzda7x","https://github.com/robboyd/surpass_wp1",NA,2022-01-24,2,10,131,"preprint",0,0,0,0,1,1,"no","yes","yes","yes"
"531","edward","ivimey-cook",3843,"https://doi.org/10.32942/osf.io/edmhf","intraspecific diversity of threespine stickleback (gasterosteus aculeatus) populations in eastern canada","grant e. haines","canada",NA,"reviews and meta-analyses","vertebrates",NA,NA,NA,"no","https://doi.org/10.1007/s10641-022-01362-1","environmental biology of fishes","2022-11-04","no",2,NA,NA,"https://doi.org/10.1007/s10641-022-01362-1",2022-01-25,2,1,283,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"532","edward","ivimey-cook",3844,"https://doi.org/10.32942/osf.io/bcg4r","genomic evidence of a functional rh2 opsin in new zealand parrots and implications for pest control","stefanie grosser","new zealand",2013,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1080/03014223.2022.2053554","new zealand journal of zoology","2022-03-24","no",0,"ncbi genbank om420246–om420251","none","https://doi.org/10.1080/03014223.2022.2053554",2022-01-25,3,8,58,"preprint",0,0,0,0,0,1,"no","no","no","no"
"533","matt","jones",4040,"https://doi.org/10.32942/osf.io/4yz67","optimizing stable isotope sampling design in terrestrial movement ecology research","andrea contina","united states of america",2011,"methods papers","vertebrates","none","none",0,"no","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210x.13840","methods in ecology and evolution","2022-03-08","no",3,"none","https://doi.org/10.5281/zenodo.6148052","https://doi.org/10.1111/2041-210X.13840",2021-06-22,3,5,259,"preprint",0,0,0,0,0,1,"no","no","no","yes"
"534","matt","jones",4196,"https://doi.org/10.32942/osf.io/87qh9","covid-19 restrictions and recreational fisheries in ontario, canada: preliminary insights from an online angler survey","andrew howarth","canada",NA,"research article","vertebrates, humans","none","none",NA,"no","https://doi.org/10.1016/j.fishres.2021.105961","fisheries research","2021-08-01","no",37,"none","none","https://doi.org/10.1016/j.fishres.2021.105961",2020-12-18,3,10,226,"preprint",0,0,0,0,0,1,"no","no","no","no"
"535","matt","jones",4195,"https://doi.org/10.32942/osf.io/ge6wb","population divergence in aggregation and sheltering behaviour in surface and cave-adapted asellus aquaticus (crustacea: isopoda)","gergely horváth","hungary",2012,"research article","invertebrates","none","none",NA,"no","https://doi.org/10.1093/biolinnean/blab093","biological journal of the linnean society","2021-09-04","no",5,"https://doi.org/10.6084/m9.figshare.14673306","none","https://doi.org/10.1093/biolinnean/blab093",2020-12-19,3,4,259,"preprint",0,0,0,0,1,1,"no","no","yes","no"
"536","matt","jones",4193,"https://doi.org/10.32942/osf.io/u5z3e","collecting eco-evolutionary data in the dark: impediments to subterranean research and how to overcome them","stefano mammola","finland",2014,"reviews and meta-analyses","plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,NA,"no","https://doi.org/10.1002/ece3.7556","ecology and evolution","2021-05-01","no",39,NA,NA,"https://doi.org/10.1002/ece3.7556",2020-12-22,1,8,130,"preprint",1,1,1,1,1,1,"not applicable","not applicable","not applicable","not applicable"
"537","matt","jones",4194,"https://doi.org/10.32942/osf.io/xp5km","challenges and opportunities of species distribution modelling of terrestrial arthropod predators","stefano mammola","finland",2014,"reviews and meta-analyses","invertebrates","https://gitlab.com/denislafage/sdm_review","https://gitlab.com/denislafage/sdm_review",NA,"no","https://doi.org/10.1111/ddi.13434","diversity and distributions","2021-10-28","no",19,"https://doi.org/10.5061/dryad.x95x69pk5","https://gitlab.com/denislafage/sdm_review","https://doi.org/10.1111/ddi.13434",2020-12-21,3,7,311,"preprint",0,0,0,0,1,1,"no","no","yes","no"
"538","matt","jones",3998,"https://doi.org/10.32942/osf.io/j9x76","abundance- and biomass-based metrics of functional composition of macroinvertebrates as surrogates of ecosystem attributes in afrotropical streams","frank onderi masese","kenya",2021,"research article","invertebrates","none","none",NA,"no","https://doi.org/10.1007/s00027-021-00829-0","aquatic science","2021-09-20","no",3,"none","none","https://doi.org/10.1007/s00027-021-00829-0",2021-08-15,1,5,36,"preprint",0,0,0,0,1,1,"no","no","no","no"
"539","matt","jones",3996,"https://doi.org/10.32942/osf.io/xqg7k","examining the associations between neighborhood socioeconomic status and the potential distribution of four urban ecosystem services in rochester, ny","joshua greene","united states of america",NA,"research article","plants","none","none",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,1,3,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"540","matt","jones",3994,"https://doi.org/10.32942/osf.io/gev9t","recognize diverse approaches to area-based conservation of nature","siyu qin","germany",2015,"opinion","plants, algi, fungi, microorganisms, invertebrates, vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2021-08-24,1,10,NA,"preprint",1,1,1,1,1,1,"no","no","not applicable","not applicable"
"541","matt","jones",3995,"https://doi.org/10.32942/osf.io/5rc94","why do insects evolve immune priming? a search for crossroads","imroze khan","united kingdom",2016,"reviews and meta-analyses","invertebrates",NA,NA,NA,"no","https://doi.org/10.1016/j.dci.2021.104246","developmental & comparative immunology","2021-01-01","no",9,NA,NA,"https://doi.org/10.1016/j.dci.2021.104246",2021-08-24,1,2,-235,"postprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"542","matt","jones",3991,"https://doi.org/10.32942/osf.io/wp9mn","nest-boxes alter the reproductive ecology of urban cavity-nesters in a species-dependent way","joanna sudyka","poland",2010,"research article","vertebrates","none","none",NA,"no","https://doi.org/10.1111/jav.03051","journal of avian biology","2022-09-19","no",8,"https://doi.org/10.5061/dryad.w0vt4b8sb","none","https://doi.org/10.1111/jav.03051",2021-08-25,2,5,390,"preprint",0,0,0,0,0,1,"no","no","yes","no"
"543","matt","jones",3992,"https://doi.org/10.32942/osf.io/4u3mg","towards evolutionary predictions: current promises and challenges","meike t. wortel","netherlands",2008,"reviews and meta-analyses","plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,7,"no","https://doi.org/10.1111/eva.13513","evolutionary applications","2022-12-09","yes",10,NA,NA,"https://doi.org/10.1111/eva.13513",2021-08-25,3,10,471,"preprint",1,1,1,1,1,1,"not applicable","not applicable","not applicable","not applicable"
"544","matt","jones",3993,"https://doi.org/10.32942/osf.io/zpf4j","many parasitoids lack adult fat accumulation, despite fatty acid synthesis: a discussion of concepts and considerations for future research","bertanne visser","belgium",2008,"opinion","invertebrates",NA,NA,NA,"no","https://doi.org/10.1016/j.cris.2023.100055","current research in insect science","2023-03-28","yes",3,NA,NA,"https://doi.org/10.1016/j.cris.2023.100055",2021-08-25,6,10,580,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"545","matt","jones",3990,"https://doi.org/10.32942/osf.io/khfg8","the potential contribution of kurī (polynesian dog) to the ecological impacts of the human settlement of aotearoa new zealand","nicolas j. rawlence","united states of america",2006,"opinion","vertebrates",NA,NA,NA,"no","https://doi.org/10.3389/fevo.2021.757988","frontiers in ecology and evolution","2021-12-15","yes",5,NA,NA,NA,2021-08-26,5,2,111,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"546","matt","jones",3988,"https://doi.org/10.32942/osf.io/6x3as","fuel connectivity, burn severity, and seedbank survivorship drive ecosystem transformation in a semi-arid shrubland.","adam lee mahood","united states of america",2017,"research article","plants","none","none",NA,"no","https://doi.org/10.1002/ecy.3968","ecology","2022-12-26","no",1,"https://doi.org/10.5281/zenodo.7374835","https://doi.org/10.5281/zenodo.7374835","https://doi.org/10.1002/ecy.3968",2021-08-27,7,3,486,"preprint",1,0,0,0,0,0,"no","no","yes","yes"
"547","matt","jones",3989,"https://doi.org/10.32942/osf.io/u5mv9","drivers of the live pet trade: the role of species traits, socioeconomic attributes and regulatory systems","adam toomes","australia",2019,"research article","vertebrates","https://doi.org/10.6084/m9.figshare.16436379.v1","none",0,"no","https://doi.org/10.1111/1365-2664.14138","journal of applied ecology","2022-02-14","no",8,"https://doi.org/10.6084/m9.figshare.16436379.v2","none",NA,2021-08-27,1,6,171,"preprint",0,0,0,0,0,1,"yes","no","yes","no"
"548","matt","jones",3986,"https://doi.org/10.32942/osf.io/xqzan","the effect of brief or prolonged bouts of winning or losing male-male contests on plasticity in sexually selected traits","lauren maree harrison","australia",2017,"research article","vertebrates","none","none",NA,"no","https://doi.org/10.1086/722829","the american naturalist","2023-03-01","no",5,"https:// doi.org/10.5061/dryad.fttdz08vn","https:// doi.org/10.5061/dryad.fttdz08vn","https://doi.org/10.1086/722829",2021-08-28,4,3,550,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"549","matt","jones",3985,"https://doi.org/10.32942/osf.io/mt3xy","what state of the world are we in? targeted monitoring to detect transitions in vegetation restoration projects.","christopher jones","australia",2013,"research article","plants","none","none",NA,"no","https://doi.org/10.1002/eap.2728","ecological applications","2023-08-23","no",0,"https://doi.org/10.17605/osf.io/5xa9p","https://doi.org/10.17605/osf.io/5xa9p","https://doi.org/10.1002/eap.2728",2021-08-29,1,8,724,"preprint",1,0,0,0,0,0,"no","no","yes","yes"
"550","matt","jones",3984,"https://doi.org/10.32942/osf.io/n4g5z","decomposing phenotypic skew and its effects on the predicted response to strong selection","joel l pick","united kingdom",2015,"research article","vertebrates","https://doi.org/10.5281/zenodo.5794316","https://doi.org/10.5281/zenodo.5794316",NA,"no","https://doi.org/10.1038/s41559-022-01694-2","nature ecology and evolution","2022-04-14","no",6,"https://doi.org/10.5281/zenodo.6323689","https://doi.org/10.5281/zenodo.6323689","https://doi.org/10.1038/s41559-022-01694-2",2021-08-31,3,4,226,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"551","matt","jones",3980,"https://doi.org/10.32942/osf.io/8kun3","standardized neon organismal data for biodiversity research","daijiang li","united states of america",2009,"other","plants, algi, fungi, microorganisms, invertebrates, vertebrates","https://portal-s.edirepository.org/nis/mapbrowse?scope=edi&identifier=190&revision=2","none",NA,"no","https://doi.org/10.1002/ecs2.4141","ecosphere","2022-07-19","no",7,"https://doi.org/10.6073/pasta/c28dd4f6e7989003505ea02e9a92afbf","https://github.com/daijiang/neondivdata","https://doi.org/10.1002/ecs2.4141",2021-09-01,1,10,321,"preprint",1,1,1,1,1,1,"no","no","yes","yes"
"552","matt","jones",3981,"https://doi.org/10.32942/osf.io/bt2km","how to approach the study of syndromes in macroevolution and ecology","rocio deanna","united states of america",2009,"opinion","plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1002/ece3.8583","ecology and evolution","2022-03-14","no",4,NA,NA,"https://doi.org/10.1002/ece3.8583",2021-09-01,1,8,194,"preprint",1,1,1,1,1,1,"not applicable","not applicable","not applicable","not applicable"
"553","matt","jones",3982,"https://doi.org/10.32942/osf.io/43qcx","breeding in the pandemic: short-term lockdown restrictions do not alter reproductive decisions and avian life-history traits in a european capital city","marta szulkin","poland",2017,"research article","vertebrates","none","none",3,"no","https://doi.org/10.1007%2fs11252-022-01309-5","urban ecosystems","2022-12-14","yes",1,"https://doi.org/10.5061/dryad.pk0p2ngpc","none",NA,2021-09-01,1,7,469,"preprint",0,0,0,0,0,1,"no","no","yes","no"
"554","matt","jones",3983,"https://doi.org/10.32942/osf.io/4a3sh","the arrival and spread of the european firebug pyrrhocoris apterus in australia as documented by citizen scientists","luis mata","australia",2011,"report","invertebrates","https://doi. org/10.5281/zenodo.5355347","https://doi. org/10.5281/zenodo.5355347",3,"no",NA,NA,NA,NA,NA,"null",NA,NA,2021-09-01,2,4,NA,"preprint",0,0,0,0,1,1,"yes","yes","no","not applicable"
"555","matt","jones",3978,"https://doi.org/10.32942/osf.io/e3qnz","harmonizing taxon names in biodiversity data: a review of tools, databases, and best practices","matthias grenié","germany",2016,"reviews and meta-analyses","plants, algi, fungi, microorganisms, invertebrates, vertebrates","https://doi.org/10.5281/zenodo.5121244","https://doi.org/10.5281/zenodo.5121244",NA,"no","https://doi.org/10.1111/2041-210x.13802","methods in ecology and evolution","2022-01-12","no",34,"https://doi.org/10.5281/zenodo.5121244","https://doi.org/10.5281/zenodo.5121244","https://doi.org/10.1111/2041-210X.13802",2021-09-03,2,6,131,"preprint",1,1,1,1,1,1,"yes","yes","yes","yes"
"556","matt","jones",3979,"https://doi.org/10.32942/osf.io/gpzes","metapopulation-level associations in mutualistic stream fishes","seoghyun kim","united states of america",2013,"research article","vertebrates","none","https://github.com/seoghyunkim/public-proj_positive_interaction_metapopulation",NA,"no","https://doi.org/10.1111/ecog.06080","ecography","2022-01-24","no",3,"https://doi.org/10.5061/dryad.np5hqbzv6","none",NA,2021-09-03,2,3,143,"preprint",0,0,0,0,0,1,"no","yes","yes","no"
"557","matt","jones",3977,"https://doi.org/10.32942/osf.io/r3pd2","hybridization may promote variation in cognitive phenotypes in experimental guppy hybrids","catarina vila pouca","sweden",2016,"research article","vertebrates","none","none",NA,"no","https://doi.org/10.1086/720731","the american naturalist","2022-10-01","no",3,"https://doi.org/10.6084/m9.figshare.16567509.v1","https://doi.org/10.6084/m9.figshare.16567509.v1","https://doi.org/10.1086/720731",2021-09-04,3,3,392,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
