assigned_to,nr,extractors_first_name,extractors_last_name,preprint_id,preprint_doi,preprint_title,submitting_author,submitting_author_country,submitting_author_first_publication_year,taxa_being_studied,data_link_preprint,code_link_preprint,number_of_citations_preprint,pci_recommendation_preprint,publication_doi,publication_journal,publication_date,publication_title_changed,number_of_citations_article,current_version,data_link_article,code_link_article,publisher_doi,preprint_published_date,total_authors,time_between_preprint_and_pub_days,postprint,plants,algi,fungi,microorganisms,invertebrates,vertebrates,type_of_preprint,data_link_preprint_cleaned,code_link_preprint_cleaned,data_link_article_cleaned,code_link_article_cleaned,check_completed,check_comment
bruno e. soares,628,dalton,leibold,4249,https://doi.org/10.32942/osf.io/caj7z,limited effect of covid-19 on the 2020 fire season in mediterranean europe,víctor resco de dios,china,2003,fire,NA,NA,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,10/10/2020,1,NA,preprint,0,0,0,0,0,0,comment,not applicable,not applicable,not applicable,not applicable,yes,
bruno e. soares,629,dalton,leibold,4250,https://doi.org/10.32942/osf.io/wmv4f,"protected area downgrading, downsizing, and degazettement (paddd) in marine protected areas",renee albrecht,united states of america,2020,marine protected areas,none,none,0,no,https://doi.org/10.1016/j.marpol.2021.104437,marine policy,6/5/2021,no,13,4,null,none,https://doi.org/10.1016/j.marpol.2021.104437,10/10/2020,7,208,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,no,no,yes,
bruno e. soares,630,magdalena,mair,4545,https://doi.org/10.32942/osf.io/u4mxd,empowering peer reviewers to improve transparency,timothy h parker,united states of america,1999,none; transparency in peer review,NA,NA,0,no,https://doi.org/10.1038/s41559-018-0545-z,nature ecology and evolution,22/5/2018,no,40,1,NA,NA,https://doi.org/10.1038/s41559-018-0545-z,17/4/2018,10,35,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,631,magdalena,mair,3967,https://doi.org/10.32942/osf.io/fk29q,functions for simulating data and designing studies of physiological flexibility in the acute glucocorticoid response to stressors.,conor taff,united states of america,2010,vertebrates,NA,https://github.com/cct663/speed_vs_scope,3,no,https://doi.org/10.7717/peerj.14039,peerj,16/9/2022,yes,1,1,NA,https://doi.org/10.5281/zenodo.6784207,NA,16/9/2021,1,365,preprint,0,0,0,0,0,1,methods papers,not applicable,yes,not applicable,yes,yes,
april robin martinig,632,magdalena,mair,3964,https://doi.org/10.32942/osf.io/wak9g,the importance of alternative splicing in adaptive evolution,pooja singh,canada,2014,"plants, fungi, invertebrates, vertebrates",NA,NA,0,no,https://doi.org/10.1111/mec.16377,molecular ecology,30/1/2022,no,32,2,NA,NA,https://doi.org/10.1111/mec.16377,17/9/2021,2,135,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,the MS is an opinion MS about splicing - not focused on a particular taxonomic group
april robin martinig,633,magdalena,mair,3963,https://doi.org/10.32942/osf.io/zuh4c,"many defense systems in microbial genomes, but which is defending whom from what?",eduardo p. c. rocha,france,1997,microorganisms,NA,NA,0,no,https://doi.org/10.1371/journal.pbio.3001514,plos biology,13/1/2022,yes,66,1,NA,NA,NA,18/9/2021,2,117,preprint,0,0,0,1,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,634,magdalena,mair,3960,https://doi.org/10.32942/osf.io/352u9,computational modeling and evolutionary implications of biochemical reactions in bacterial microcompartments,jeffrey carlyle cameron,united states of america,2010,microorganisms,NA,NA,0,no,https://doi.org/10.1016/j.mib.2021.10.001,current opinion in microbiology,28/10/2021,no,3,1,NA,NA,https://doi.org/10.1016/j.mib.2021.10.001,23/9/2021,4,35,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,635,magdalena,mair,3961,https://doi.org/10.32942/osf.io/xsbtm,comment on “information arms race explains plant-herbivore chemical communication in ecological communities”,ethan bass,united states of america,2018,"plants, invertebrates, vertebrates",data available in commented article,https://doi.org/10.5281/zenodo.5523276,0,yes,https://doi.org/10.24072/pcjournal.102,peer community journal,14/3/2022,no,1,8,data available in commented article,https://doi.org/10.5281/zenodo.6081815,https://doi.org/10.24072/pcjournal.102,23/9/2021,2,172,preprint,1,0,0,0,1,1,comment,no,yes,no,yes,yes,
april robin martinig,636,magdalena,mair,3742,https://doi.org/10.32942/osf.io/vntwr,the evolution of peace,luke glowacki,united states of america,2012,vertebrates,NA,NA,0,no,https://doi.org/10.1017/s0140525x22002862,behavioral and brain sciences,16/12/2022,no,16,3,NA,NA,https://doi.org/10.1017/S0140525X22002862,2/6/2022,1,197,preprint,0,0,0,0,0,1,opinion,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,637,magdalena,mair,3740,https://doi.org/10.32942/osf.io/z4krh,"millet, rice, and isolation: origins and persistence of the worlds most enduring mega-state",ömer özak,united states of america,2010,states (china),nonw,none,0,no,http://dx.doi.org/10.2139/ssrn.4133858,ssrn,21/6/2022,no,3,2,NA,NA,NA,5/6/2022,4,NA,preprint,0,0,0,0,0,1,research article,no,no,no,no,yes,
april robin martinig,638,magdalena,mair,3657,https://doi.org/10.32942/osf.io/dgptw,"new global species biodiversity: soil soars, ocean flounders",robert blakemore,japan,1994,microorganisms,none,NA,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,16/9/2022,1,NA,preprint,0,0,0,1,0,0,research article,no,not applicable,not applicable,not applicable,yes,
april robin martinig,639,magdalena,mair,3654,https://doi.org/10.32942/osf.io/yd3ck,experimental mosaic brain evolution improves main executive function abilities in the guppy,zegni triki,sweden,2016,vertebrates,none,none,1,no,https://doi.org/10.1093/pnasnexus/pgad129,proceedings of the national academy of sciences of the united states of america,20/6/2023,yes,3,2,https://doi.org/10.6084/m9.figshare.19738435,https://doi.org/10.6084/m9.figshare.19738435,https://doi.org/10.1093/pnasnexus/pgad129,21/9/2022,5,272,preprint,0,0,0,0,0,1,research article,no,no,yes,yes,yes,
april robin martinig,640,magdalena,mair,3649,https://doi.org/10.32942/osf.io/n79kc,individual identity information persists in learned calls of introduced parrot populations,grace smith-vidaurre,united states of america,2017,vertebrates,10.6084/m9.figshare.22582099,https://github.com/gsvidaurre/identity-information-post-introduction,0,no,https://doi.org/10.1371/journal.pcbi.1011231,plos computational biology,27/7/2023,no,0,5,https://figshare.com/articles/dataset/smith-vidaurre_et_al_2023_identityinformationencoding/22582099,https://github.com/gsvidaurre/identity-information-post-introduction,NA,23/9/2022,5,307,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
april robin martinig,641,magdalena,mair,3651,https://doi.org/10.32942/osf.io/q2fyr,evolution of new variants of sars-cov-2 during the pandemic: mutation limited or selection limited?,milind watve,india,1988,covid,none,none,0,no,https://doi.org/10.32388/lla6ao,qeios,22/5/2023,no,0,1,none,none,https://doi.org/10.32388/LLA6AO,23/9/2022,2,241,preprint,0,0,0,1,0,0,research article,no,no,no,no,yes,
april robin martinig,642,magdalena,mair,3647,https://doi.org/10.32942/osf.io/zjaet,evaluation of dna extracted from timber rattlesnake (cotalus horridus) cloacal and blood swabs for microsatellite genotyping,william peterman,united states of america,2006,vertebrates,https://doi.org/10.5061/dryad.ttdz08m2f,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,26/9/2022,4,NA,preprint,0,0,0,0,0,1,research article,yes,no,not applicable,not applicable,yes,
april robin martinig,643,magdalena,mair,3648,https://doi.org/10.32942/osf.io/uh3jq,stable laws in a changing world the structure of evolutionary theories over the centuries,liz pásztor,hungary,1986,theory,NA,NA,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,27/9/2022,2,NA,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,644,magdalena,mair,4690,https://doi.org/10.32942/x2f59s,the q approach to consensus building: integrating diverse perspectives to guide decision-making,jonas geschke,switzerland,2018,environmental governance,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,methods papers,no,no,not applicable,not applicable,yes,
april robin martinig,645,magdalena,mair,4703,https://doi.org/10.32942/x2x594,rethinking convergence in plant parasitism integrating molecular and population genetic processes,liming cai,united states of america,2016,plants,NA,NA,0,no,https://doi.org/10.1002/ajb2.16174,american journal of botany,8/5/2023,yes,3,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,646,magdalena,mair,4705,https://doi.org/10.32942/x2sg6v,misrepresenting biases in arrival: a comment on svensson (2022),arlin stoltzfus,switzerland,1988,evolutionary theory,NA,NA,3,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,comment,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,647,magdalena,mair,4709,https://doi.org/10.32942/x2201m,rock climbing affects cliff-plant communities by reducing species diversity and altering species coexistence patterns,martí march-salas,germany,2018,plants,none,none,0,no,https://doi.org/10.1007/s10531-023-02567-1,biodiversity and conservation,25/2/2023,no,1,1,none,none,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,no,no,no,no,yes,
april robin martinig,648,magdalena,mair,4710,https://doi.org/10.32942/x25p4k,toward the comprehensive understanding of food chain length,shota shibasaki,japan,2017,"food chain length, conceptual",NA,NA,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
april robin martinig,649,magdalena,mair,4716,https://doi.org/10.32942/x2j01z,understanding the systematics and evolution of vaccinium sect. cyanococcus (ericaceae): progress and prospects,peter warren fritsch,united states of america,1992,plants,NA,NA,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,no,no,not applicable,not applicable,yes,
april robin martinig,650,magdalena,mair,4718,https://doi.org/10.32942/x2np4x,typification of plants illustrated by feuillée: a reply to zanotti et al.,mark alan hershkovitz,chile,1989,plants,NA,NA,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,comment,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,651,magdalena,mair,4726,https://doi.org/10.32942/x2d59g,a review: comparative genomics and physiology of parity mode evolution in amniotes,maggs x,united states of america,2015,vertebrates,NA,NA,0,no,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,652,magdalena,mair,4727,https://doi.org/10.32942/x2w88g,on the origin of speciation,kenji hayashida,japan,2022,evollutionary theory,NA,NA,1,no,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,653,magdalena,mair,3682,https://doi.org/10.32942/osf.io/5h4pk,"bird eye color: a rainbow of variation, a spectrum of explanations",eamon c. corbett,united states of america,2020,vertebrates,https://osf.io/ubjgm,none,3,no,https://doi.org/10.1111/ibi.13276,ibis,11/10/2023,yes,1,1,NA,NA,NA,24/8/2022,3,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,yes,not applicable,yes,not applicable,yes,
ayumi mizuno,654,jake,martin,4833,https://doi.org/10.32942/x2hp4p,the impact of rising temperatures on the prevalence of coral diseases and its predictability: a global meta-analysis,samantha burke,australia,2019,invertebrates,https://github.com/sburke-unsw/coraldiseasemetaanalysis,https://github.com/sburke-unsw/coraldiseasemetaanalysis,0,no,https://doi.org/10.1111/ele.14266,ecology letters,6/6/2023,no,7,1,https://github.com/sburke-unsw/coraldiseasemetaanalysis,https://github.com/sburke-unsw/coraldiseasemetaanalysis,NA,NA,NA,NA,preprint,0,0,0,0,1,1,reviews and meta-analyses,yes,yes,yes,yes,yes,
ayumi mizuno,655,jake,martin,4955,https://doi.org/10.32942/x2nc7z,marine cleaning mutualisms provide new insights in biological market dynamics,redouan bshary,switzerland,1994,vertebrates,NA,NA,0,no,https://doi.org/10.1098/rstb.2021.0501,philosophical transactions of the royal society b: biological sciences,20/3/2023,yes,1,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,656,jake,martin,4946,https://doi.org/10.32942/x2s59w,why do some fish grow faster than others?,harriet rose goodrich,australia,2018,vertebrates,NA,NA,0,no,https://doi.org/10.1111/faf.12770,fish and fisheries,8/6/2023,no,0,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,657,jake,martin,4962,https://doi.org/10.32942/x2d01q,meta-community processes supersede leaf subsidy effects on lake aquatic communities,georges etienne charette,canada,2023,invertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,research article,no,no,not applicable,not applicable,yes,
ayumi mizuno,658,jake,martin,4965,https://doi.org/10.32942/x28597,fine-scale interplay between decline and growth determines the spatial recovery of coral communities within a reef,julie vercelloni,australia,2009,invertebrates,https://doi.org/10.6084/m9.figshare.14034320.v1 23,none,0,no,https://doi.org/10.1111/ecog.06818,ecography,16/11/2023,no,0,4,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,research article,yes,no,yes,yes,yes,
ayumi mizuno,659,jake,martin,4966,https://doi.org/10.32942/x24g6z,more than half of statistically significant research findings in the environmental sciences are actually not,stephan bruns,belgium,2013,statistics,none,none,3,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,not applicable,not applicable,yes,
ayumi mizuno,660,jake,martin,4967,https://doi.org/10.32942/x20p41,determinants of synergistic cell-cell interactions in bacteria,shiksha ajmera,germany,2023,microorganisms,none,none,0,no,https://doi.org/10.1515/hsz-2022-0303,biological chemistry,2/3/2023,no,2,2,none,none,NA,NA,NA,NA,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
ayumi mizuno,661,jake,martin,4969,https://doi.org/10.32942/x2w012,virtual reef diver: enabling people to help protect the great barrier reef,julie vercelloni,australia,2009,invertebrates,https://github.com/edgarsantos-fernandez/reef_misclassification,https://github.com/edgarsantos-fernandez/reef_misclassification,0,no,NA,NA,NA,NA,NA,2,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,0,research article,yes,yes,not applicable,not applicable,yes,
ayumi mizuno,662,jake,martin,4871,https://doi.org/10.32942/x2v30d,dominant attitudes and values towards wildlife and the environment in coastal alabama,ylenia chiari,united states of america,2004,vertebrates,none,none,0,no,https://doi.org/10.1111/csp2.12957,conservation science and practice,18/6/2023,yes,0,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,yes,no,yes,
ayumi mizuno,663,jake,martin,4886,https://doi.org/10.32942/x2qc7k,orchard 2.0: an r package for visualizing meta-analyses with orchard plots,shinichi nakagawa,australia,2001,r package,https://daniel1noble.github.io/orchard/,https://daniel1noble.github.io/orchard/,6,no,https://doi.org/10.1111/2041-210x.14152,methods in ecology and evolution,6/6/2023,yes,0,2,https://github.com/daniel1noble/orchard,https://github.com/daniel1noble/orchard,NA,NA,NA,NA,preprint,0,0,0,0,0,0,other,yes,yes,yes,yes,yes,
nicholas wu,664,jake,martin,4891,https://doi.org/10.32942/x2kk5n,"quantitative evidence synthesis: a practical guide on meta-analysis, meta-regression, and publication bias tests for environmental sciences",shinichi nakagawa,australia,2001,meta-analysis,https://github.com/itchyshin/meta-analysis_tutorial,https://github.com/itchyshin/meta-analysis_tutorial,0,no,https://doi.org/10.1186/s13750-023-00301-6,environmental evidence,23/4/2023,no,10,1,all data and material are provided as additional files.,all data and material are provided as additional files.,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,yes,yes,no,no,yes,
nicholas wu,665,jake,martin,4900,https://doi.org/10.32942/x2fw2c,analyzing health of forcibly displaced communities through an integrated ecological lens,maia tarnas,united states of america,2021,vertebrates,NA,NA,0,no,https://doi.org/10.4269%2fajtmh.22-0624,the american journal of tropical medicine and hygiene,6/2/2023,no,0,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,666,jake,martin,4915,https://doi.org/10.32942/x2b59v,social regulation of reproduction: control or signal?,chiara benvenuto,united kingdom,1997,"invertebrates, vertebrates",NA,NA,0,no,https://doi.org/10.1016/j.tree.2023.05.009,trends in ecology and evolution,28/6/2023,no,1,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,opinion,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,667,jake,martin,4917,https://doi.org/10.32942/x22p4n,the ecological relevance of critical thermal maxima methodology (ctm) for fishes,jessica emilie desforges,canada,2021,vertebrates,NA,NA,0,no,https://doi.org/10.1111/jfb.15368,journal of fish biology,7/3/2023,yes,15,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,668,jake,martin,4919,https://doi.org/10.32942/x26c7x,metabolic division of labor in social insects,adria c leboeuf,switzerland,2005,invertebrates,NA,NA,0,no,https://doi.org/10.1016/j.cois.2023.101085,current opinion in insect science,1/10/2023,no,1,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,669,jake,martin,4903,https://doi.org/10.32942/x2xw2q,anti-predator defenses are linked with high levels of genetic differentiation in frogs,iliana medina,australia,2008,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,no,no,no,not applicable,yes,
nicholas wu,670,jake,martin,4928,https://doi.org/10.32942/x2pc78,evolutionary game theory and the adaptive dynamics approach: adaptation where individuals interact,charles mullon,switzerland,2012,theoretical,NA,NA,0,no,https://doi.org/10.1098/rstb.2021.0502,philosophical transactions of the royal society b: biological sciences,20/3/2023,no,14,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,671,jake,martin,4930,https://doi.org/10.32942/x2t596,moving beyond heritability in the search for coral adaptive potential,cynthia riginos,australia,1999,invertebrates,NA,NA,0,no,https://doi.org/10.1111/gcb.16719,global change biology,14/4/2023,no,0,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
nicholas wu,672,jake,martin,4932,https://doi.org/10.32942/x2jp40,developmental environments do not affect thermal physiological traits in reptiles: an experimental test and meta-analysis,daniel w.a. noble,australia,2007,vertebrates,https://github.com/kris-wild/lampro_project.git,https://github.com/kris-wild/lampro_project.git,0,no,https://doi.org/10.1098/rsbl.2023.0019,biology letters,10/5/2023,no,1,4,https://doi.org/10.5281/ zenodo.7700383,https://doi.org/10.5281/ zenodo.7700383,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
nicholas wu,673,april robin,martinig,4482,https://doi.org/10.32942/osf.io/trg34,transgenerational plasticity and bet-hedging: a framework for reaction norm evolution,jens joschinski,belgium,2015,invertebrates,https://osf.io/spva7/,NA,2,no,https://doi.org/10.3389/fevo.2020.517183,frontiers in ecology and evolution,26/11/2020,yes,15,4,https://www.frontiersin.org/articles/10.3389/fevo.2020.517183/full,https://www.frontiersin.org/articles/10.3389/fevo.2020.517183/full,https://doi.org/10.3389/fevo.2020.517183,4/6/2019,2,541,preprint,0,0,0,0,1,1,other,yes,not applicable,yes,yes,yes,
nicholas wu,674,april robin,martinig,4481,https://doi.org/10.32942/osf.io/wdqvy,does internal egg carrying impair foraging ability as much as external egg carrying in a neotropical spider?,pietro pollo,australia,2012,invertebrates,https://osf.io/thmx6/,https://osf.io/thmx6/,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,5/6/2019,3,NA,preprint,0,0,0,0,1,1,research article,yes,yes,not applicable,not applicable,yes,
nicholas wu,675,april robin,martinig,4480,https://doi.org/10.32942/osf.io/8cu4y,little difference in average fish growth and maximum size across temperatures,daniël van denderen,denmark,2010,vertebrates,none,none,0,no,https://doi.org/10.1111/geb.13189,global ecology and biogeography,24/9/2020,yes,33,1,https://doi.org/10.5281/zenodo.1455234,https://doi.org/10.5281/zenodo.1455234,https://doi.org/10.1111/geb.13189,6/6/2019,3,476,preprint,0,0,0,0,0,1,research article,no,no,yes,yes,yes,
nicholas wu,676,april robin,martinig,4477,https://doi.org/10.32942/osf.io/bptma,accurate forest projections require long-term wood decay experiments because trait effects change.,brad oberle,united states of america,2004,plants,http://ncf.sobek.ufl.edu/aa00026436/00001,http://ncf.sobek.ufl.edu/aa00026436/00001,0,no,https://doi.org/10.1111/gcb.14873,global change biology,19/10/2019,yes,38,1,http://ncf.sobek.ufl.edu/aa00026436/00001,http://ncf.sobek.ufl.edu/aa00026436/00001,https://doi.org/10.1111/gcb.14873,15/6/2019,8,126,preprint,1,0,0,0,0,0,research article,no,no,no,no,yes,
michael bertram,677,april robin,martinig,4475,https://doi.org/10.32942/osf.io/fk9b6,communicative roots of complex sociality and cognition,anna roberts,united kingdom,2012,vertebrates,NA,NA,0,no,https://doi.org/10.1111/brv.12553,biological reviews,14/10/2019,no,20,1,NA,NA,https://doi.org/10.1111/brv.12553,21/6/2019,2,115,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
michael bertram,678,april robin,martinig,4472,https://doi.org/10.32942/osf.io/v9rw8,male age and its association with reproductive traits in captive and wild house sparrows,antje girndt,germany,2011,vertebrates,https://osf.io/pkwsr/,https://osf.io/pkwsr/,0,no,https://doi.org/10.1111/jeb.13542,journal of evolutionary biology,17/9/2019,no,18,2,none,none,https://doi.org/10.1111/jeb.13542,29/6/2019,6,80,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
michael bertram,679,april robin,martinig,4474,https://doi.org/10.32942/osf.io/62zyh,toward a pluralistic conception of resilience,matteo convertino,japan,2007,theoretical paper,NA,NA,0,no,https://doi.org/10.1016/j.ecolind.2019.105510,ecological indicators,1/8/2019,no,28,1,NA,NA,https://doi.org/10.1016/j.ecolind.2019.105510,29/6/2019,2,33,preprint,0,0,0,0,0,0,other,not applicable,not applicable,not applicable,not applicable,yes,
michael bertram,680,april robin,martinig,4470,https://doi.org/10.32942/osf.io/2cqws,moving on from the insect apocalypse narrative: engaging with evidence-based insect conservation,manu e. saunders,australia,2010,invertebrates,https://osf.io/xa69g,NA,0,no,https://doi.org/10.1093/biosci/biz143,bioscience,18/12/2019,yes,125,2,https://oup.silverchair-cdn.com/oup/backfile/content_public/journal/bioscience/70/1/10.1093_biosci_biz143/1/biz143_supplemental_file.pdf?expires=1700680128&signature=qhpuxvbpu0d7vmimwzgaofb7ktkbeswvxgapwuwtvaqthwkoyvmiw2hjdntk7vxegsp23gfud-fv3s6oxw9kztdtjunvlkxqvgb37zxsffte2ffb3gbzri2zmywo~bi9icwlj7mkeizbbd5z5yfltgjootaulgtcdlnubkovi7fvkgtsad81kiwu6chbmxrsg6umxqe40h7opznu-tnsyuelwq9xok-bswiow~ek9y5qbgymrigd5ixk5-vjeuztvbmstrha46~0cdmbj0fvupbnfes8t7dhb3nz9yitc8grm0xrgic0gwtxicjg~j93m1hnfvjesrnj~olbh8xvdg__&key-pair-id=apkaie5g5crdk6rd3pga,NA,https://doi.org/10.1093/biosci/biz143,16/7/2019,3,155,preprint,0,0,0,0,1,1,reviews and meta-analyses,no,no,no,no,yes,
michael bertram,681,april robin,martinig,4465,https://doi.org/10.32942/osf.io/cu4jh,experimentally altered rainfall regimes and host root traits affect grassland arbuscular mycorrhizal fungal communities,jeff r powell,australia,2003,fungi,https://bitbucket.org/coline_dev/roottraits_amf/src/master/,https://bitbucket.org/coline_dev/roottraits_amf/src/master/,0,no,https://doi.org/10.1111/mec.14536,molecular ecology,14/2/2018,no,65,1,https://onlinelibrary.wiley.com/doi/10.1111/mec.14536,none,https://doi.org/10.1111/mec.14536,29/7/2019,5,-530,postprint,0,0,1,0,0,0,research article,yes,yes,yes,yes,yes,
michael bertram,682,april robin,martinig,4466,https://doi.org/10.32942/osf.io/t82ug,temporal dynamics of mycorrhizal fungal communities and co-associations with grassland plant communities following experimental manipulation of rainfall,jeff r powell,australia,2003,"plants, fungi",https://bitbucket.org/coline_dev/coassociations_amfplants,https://bitbucket.org/coline_dev/coassociations_amfplants,0,no,https://doi.org/10.1111/1365-2745.13267,journal of ecology,7/8/2019,no,41,1,https://bitbucket.org/coline_dev/coassociations_amfplants,https://bitbucket.org/coline_dev/coassociations_amfplants,https://doi.org/10.1111/1365-2745.13267,29/7/2019,7,9,preprint,1,0,1,0,0,0,research article,yes,no,yes,yes,yes,
michael bertram,683,april robin,martinig,4467,https://doi.org/10.32942/osf.io/6a85f,the hierarchy-of-hypotheses approach: a synthesis method for enhancing theory development in ecology and evolution,tina heger,germany,2000,NA,NA,NA,0,no,https://doi.org/10.1093/biosci/biaa130,bioscience,2/12/2020,no,21,1,NA,NA,https://doi.org/10.1093/biosci/biaa130,29/7/2019,10,492,preprint,0,0,0,0,0,0,methods papers,not applicable,not applicable,not applicable,not applicable,yes,
michael bertram,684,april robin,martinig,4464,https://doi.org/10.32942/osf.io/dpef4,mapping the dynamics of research networks in ecology and evolution using co-citation analysis (1975–2015),denis reale,canada,1994,NA,none,none,1,no,https://doi.org/10.1007/s11192-019-03340-4,scientometrics,17/1/2020,yes,14,1,none,none,NA,2/8/2019,4,168,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,no,no,yes,
michael bertram,685,april robin,martinig,4460,https://doi.org/10.32942/osf.io/v5d6m,yeast lines selected for non-quiescence show increased protein content,dominika wloch-salamon,poland,2001,microorganisms,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,6/8/2019,5,NA,preprint,0,0,0,1,0,0,research article,no,no,not applicable,not applicable,yes,
michael bertram,686,april robin,martinig,4457,https://doi.org/10.32942/osf.io/tkxj2,finding fungal ecological strategies: is recycling an option?,amy e zanne,united states of america,1999,fungi,NA,NA,0,no,https://doi.org/10.1016/j.funeco.2019.100902,fungal ecology,26/12/2019,no,10,2,NA,NA,https://doi.org/10.1016/j.funeco.2019.100902,9/8/2019,6,316,preprint,0,0,1,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
zoe xirocostas,687,april robin,martinig,4458,https://doi.org/10.32942/osf.io/a7f6g,fungal functional ecology: bringing a trait-based approach to plant-associated fungi,amy e zanne,united states of america,1999,fungi,NA,NA,0,no,https://doi.org/10.1111/brv.12570,biological reviews,25/11/2019,no,192,2,NA,NA,https://doi.org/10.1111/brv.12570,9/8/2019,10,108,preprint,0,0,1,0,0,0,reviews and meta-analyses,yes,no,yes,no,yes,
