"preprint_id","preprint_title","preprint_doi","publisher_doi","submitting_author","extractor_full_name","completed_yes_no_extractor","comment_by_extractor","checker_full_name","completed_yes_no_checker","comment_by_checker"
4347,"A guide to using the Internet to monitor and quantify the wildlife trade","https://doi.org/10.32942/osf.io/5yzw9","https://doi.org/10.1111/cobi.13675","Oliver C. Stringham","Bruno E. Soares","Yes",NA,NA,NA,NA
4346,"SYSTEMATICS OF CALANDRINIA PILOSIUSCULA DC A.K.A.  CALANDRINIA COMPRESSA SCHRAD. EX DC (MONTIACEAE–MONTIOIDEAE)","https://doi.org/10.32942/osf.io/wgaf3",NA,"Mark Alan Hershkovitz","Bruno E. Soares","Yes","Google Scholar of the author unavailable. I retrieved first publication and preprint citations from ResearchGate.",NA,NA,NA
4345,"Desert Locust in India: The 2020 invasion and associated risks","https://doi.org/10.32942/osf.io/3vuj4",NA,"Arindam Roy","Bruno E. Soares","Yes","Google Scholar of the author not available. I retrieved information from their ResearchGate at: https://www.researchgate.net/publication/341809523_Desert_Locust_in_India_The_2020_invasion_and_associated_risks. Obs: Other Arindam Roy exist in Google Scholar; none of them the correct author.",NA,NA,NA
4344,"Potential long-distance dispersal of freshwater diatoms adhering to waterfowl plumage","https://doi.org/10.32942/osf.io/h97pw","https://doi.org/10.1111/fwb.13706","Faye Manning","Bruno E. Soares","Yes","Google Scholar profile not available. Citation count retrieved from Google Scholar paper profile. ResearchGate profile not available. First publication from Google Scholar retrieved papers for the name, but must be re-checked.",NA,NA,NA
4341,"Phylogeny can Inform Animal Model Development for Both Inherited and Induced Conditions:  Duchenne’s Muscular Dystrophy (DMD) and Fetal Alcohol Spectrum Disorders (FASD)","https://doi.org/10.32942/osf.io/pgmu2","https://doi.org/10.24908/iee.2021.14.1.n","Mason B. Meers","Bruno E. Soares","Yes",NA,NA,NA,NA
4339,"Do the ages of parents or helpers affect offspring fitness in a cooperatively breeding bird?","https://doi.org/10.32942/osf.io/e9fwy","https://doi.org/10.1111/jeb.13712","Eve Cooper","Bruno E. Soares","Yes",NA,NA,NA,NA
4342,"Animal size and seawater temperature, but not pH, influence a repeatable startle response behaviour in a wide-ranging marine mollusc","https://doi.org/10.32942/osf.io/5t478","https://doi.org/10.1016/j.anbehav.2020.12.008","Jeff Clements","Bruno E. Soares","Yes",NA,NA,NA,NA
4336,"Ten simple rules for building an anti-racist lab","https://doi.org/10.32942/osf.io/4a9p8",NA,"Bala Chaudhary","Bruno E. Soares","Yes",NA,NA,NA,NA
4337,"Potential effects of habitat fragmentation on wild animal welfare","https://doi.org/10.32942/osf.io/hb7nm",NA,"Luke Hecht","Iain Moodie","Yes",NA,NA,NA,NA
4338,"Shade-tree rehabilitation in vanilla agroforests is yield neutral and may translate into landscape-scale canopy cover gains","https://doi.org/10.32942/osf.io/63fc2","https://doi.org/10.1007/s10021-020-00586-5","Dominic A. Martin","Iain Moodie","Yes",NA,NA,NA,NA
4340,"PRIORITY EFFECTS AND ECOLOGICAL RESTORATION","https://doi.org/10.32942/osf.io/tm5bk","https://doi.org/10.1111/rec.13317","Emanuela W. A. Weidlich","Iain Moodie","Yes",NA,NA,NA,NA
4343,"Husby, Reed &amp; Visser - Demonstrating temperature induced phenological mismatch does not require negative effects on fitness or population growth: A comment on Samplonius et al.","https://doi.org/10.32942/osf.io/xgs89",NA,"tom reed","Iain Moodie","Yes",NA,NA,NA,NA
4334,"Delineating fragmented grassland patches in the tropical region using multi-seasonal SAR and Optical Satellite Images","https://doi.org/10.32942/osf.io/rpwv9","https://doi.org/10.1080/01431161.2021.1881181","Abhishek Samrat","Iain Moodie","Yes",NA,NA,NA,NA
4331,"Online conferences for better learning","https://doi.org/10.32942/osf.io/36vxd","https://doi.org/10.1002/ece3.6923","cj lortie","Iain Moodie","Yes",NA,NA,NA,NA
4329,"Ecosystem-based metrics provide better targets than explicit extinction targets for biodiversity frameworks","https://doi.org/10.32942/osf.io/5hb4m",NA,"Alice C. Hughes","Iain Moodie","Yes",NA,NA,NA,NA
4330,"Variation in regrowth ability in relation to land use intensity and predictability in three common grassland herbs","https://doi.org/10.32942/osf.io/tnufb","https://doi.org/10.1093/jpe/rtab001","Anna Kirschbaum","Iain Moodie","Yes",NA,NA,NA,NA
4332,"FIRED (Fire Events Delineation): An open, flexible algorithm &amp; database of US fire events derived from the MODIS burned area product (2001-19)","https://doi.org/10.32942/osf.io/nkzpg","https://doi.org/10.3390/rs12213498","Jennifer Balch","Iain Moodie","Yes",NA,NA,NA,NA
4335,"(0001–0003) Proposals to reject the names Tutuca, T. chilensis, and T. fistulosa (Poaceae)","https://doi.org/10.32942/osf.io/dhu6c","https://doi.org/10.1002/tax.12300","Mark Alan Hershkovitz","Iain Moodie","Yes",NA,NA,NA,NA
4326,"Calandrinia jompomae (MONTIACEAE), another overlooked species in the Chilean flora","https://doi.org/10.32942/osf.io/gv5wr",NA,"Mark Alan Hershkovitz","Iain Moodie","Yes",NA,NA,NA,NA
4327,"Fossil Constraints on the Timescale of Parasitic Helminth Evolution","https://doi.org/10.32942/osf.io/6jakv","https://doi.org/10.1007/978-3-030-42484-8_7","Kenneth De Baets","Iain Moodie","Yes",NA,NA,NA,NA
4328,"Timing and intensity of weather events shape nestling development strategies in three alpine breeding songbirds","https://doi.org/10.32942/osf.io/3yndp","https://doi.org/10.3389/fevo.2020.570034","Devin de Zwaan","Iain Moodie","Yes",NA,NA,NA,NA
4324,"A review of contemporary Indigenous cultural fire management literature in southeast Australia","https://doi.org/10.32942/osf.io/fvswy",NA,"Michelle McKemey","Bruno E. Soares","Yes",NA,NA,NA,NA
4325,"Life in fluctuating environments","https://doi.org/10.32942/osf.io/dgmr4","https://doi.org/10.1098/rstb.2019.0454","Joey Bernhardt","Susan Everingham","Yes",NA,NA,NA,NA
4323,"Conservation translocations of fauna in Aotearoa New Zealand: a review","https://doi.org/10.32942/osf.io/bdaxh",NA,"Natalie Forsdick","Félicie Dhellemmes","Yes",NA,NA,NA,NA
4320,"Telomere heritability and parental age at conception effects in a wild avian population","https://doi.org/10.32942/osf.io/eq2af","https://doi.org/10.1111/mec.15804","Alexandra M Sparks","Jack Brand","Yes",NA,NA,NA,NA
4321,"New approaches for inferring phylogenies in the presence of paralogs","https://doi.org/10.32942/osf.io/wzcbg","https://doi.org/10.1016/j.tig.2020.08.012","Megan Smith","Jack Brand","Yes",NA,NA,NA,NA
4322,"Simulation-based study design accuracy weights are not generalisable and can still lead to biased meta-analytic inference: Comments on Christie et al. 2019","https://doi.org/10.32942/osf.io/ytq7k","https://doi.org/10.1111/1365-2664.14153","Oliver Pescott","Jack Brand","Yes",NA,NA,NA,NA
4319,"Regional variation in green-up timing along a caribou migratory corridor: spatial associations with snowmelt and temperature","https://doi.org/10.32942/osf.io/xmd69","https://doi.org/10.1080/15230430.2020.1796009","Christian John","Jack Brand","Yes",NA,NA,NA,NA
4318,"Function of a multimodal signal: a multiple-hypotheses test using an electromechanical robot","https://doi.org/10.32942/osf.io/tkqz2","https://doi.org/10.1111/1365-2656.13620","Vinicius Matheus Caldart","Ricardo Correia","Yes",NA,NA,NA,NA
4317,"Optimism, pessimism and judgement bias in animals: a systematic review and meta-analysis","https://doi.org/10.32942/osf.io/a4gkn","https://doi.org/10.1016/j.neubiorev.2020.07.012","Malgorzata Lagisz","Susan Everingham","Yes",NA,NA,NA,NA
4314,"The Diverse Applications of Tree Set  Visualization and Exploration","https://doi.org/10.32942/osf.io/2d6ph",NA,"Jeremy M. Brown","Susan Everingham","Yes",NA,NA,NA,NA
4315,"Misunderstanding mismatch","https://doi.org/10.32942/osf.io/rxmct",NA,"Michael Singer","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4313,"Historical comparisons show evolutionary changes in drought responses in European plant species after two decades of climate change","https://doi.org/10.32942/osf.io/rbqdu","https://doi.org/10.1016/j.baae.2021.11.003","Robert Rauschkolb","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4316,"Drone data reveal heterogeneity in tundra greenness and phenology not captured by satellites","https://doi.org/10.32942/osf.io/tqekn","https://doi.org/10.1088/1748-9326/abbf7d","Jakob Johann Assmann","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4311,"Indigenous Conservation Practices Are Not a Monolith:  Western cultural biases and a lack of engagement with Indigenous experts undermine studies of land stewardship","https://doi.org/10.32942/osf.io/jmvqy",NA,"Kelsey Leonard","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4310,"Segmentation, body symmetry and the organization of the central nervous system in echinoderms","https://doi.org/10.32942/osf.io/pm359",NA,"Jason Mitchell","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4307,"Directed evolution of microbial communities","https://doi.org/10.32942/osf.io/gsz7j","https://doi.org/10.1146/annurev-biophys-101220-072829","Alvaro Sanchez","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4308,"A methodological roadmap to quantify animal-vectored spatial ecosystem subsidies","https://doi.org/10.32942/osf.io/zyx84","https://doi.org/10.1111/1365-2656.13538","Diego Ellis-Soto","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4309,"Climate change prompts monitoring and systematic utilization of honey bee diversity in Turkey","https://doi.org/10.32942/osf.io/92n68","https://doi.org/10.51458/BSTD.2021.4","Mert Kükrer","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4306,"Evolution in the Courtroom: Using Phylogenetics to Investigate Legal Claims of HIV Transmission","https://doi.org/10.32942/osf.io/wqgc8",NA,"Benjamin Toups","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4304,"Teaching Animal Behavior in the Midst of a Pandemic: A Primer","https://doi.org/10.32942/osf.io/64y25",NA,"Melissa Hughes","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4305,"Landscapes shaped from the top down: predicting cascading predator effects on spatial biogeochemistry","https://doi.org/10.32942/osf.io/ya892","https://doi.org/10.1111/oik.08554","Julia D. Monk","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4302,"Do forest fuel reduction treatments confer resistance to beetle infestation and drought mortality?","https://doi.org/10.32942/osf.io/bwmg2","https://doi.org/10.1002/ecs2.3344","Zachary Steel","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4303,"Experimentation preceding innovation in a MIS5 Pre-Still Bay layer from Diepkloof Rock Shelter (South Africa): emerging technologies and symbols","https://doi.org/10.32942/osf.io/ch53r","https://doi.org/10.24072/pcjournal.27","Guillaume Porraz","Samuel J. L. Gascoigne","Yes","Added publisher DOI",NA,NA,NA
4300,"Testing character-evolution models in phylogenetic paleobiology: a case study with Cambrian echinoderms","https://doi.org/10.32942/osf.io/ykzg5","https://doi.org/10.1017/9781009049016","April Marie Wright","Samuel J. L. Gascoigne","Yes","Added publisher DOI",NA,NA,NA
4301,"First estimates of survival and densities of invasive alien Eastern cottontail (Sylvilagus floridanus) in Italy: a Bayesian robust design approach","https://doi.org/10.32942/osf.io/m5vtf",NA,"Jacopo Cerri","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4295,"Integrating dynamic plant growth models and microclimates for species distribution modelling","https://doi.org/10.32942/osf.io/ja4m6","https://doi.org/10.1016/j.ecolmodel.2020.109262","Rafael Schouten","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4296,"Coexistence of large mammals and humans is possible in Europe’s anthropogenic landscapes","https://doi.org/10.32942/osf.io/2md94","https://doi.org/10.1016/j.isci.2021.103083","Benjamin Cretois","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4297,"The effects of population synchrony, life history, and access constraints on benefits from fishing portfolios","https://doi.org/10.32942/osf.io/u5qze","https://doi.org/10.1002/eap.2307","Kiva L. Oken","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4298,"Connected data landscape of long-term ecological studies: the SPI-Birds data hub","https://doi.org/10.32942/osf.io/6gea7","https://doi.org/10.1111/1365-2656.13388","Antica Culina","Samuel J. L. Gascoigne","Yes",NA,NA,NA,NA
4299,"Echolocation and Navigational Distortion Hypothesis of the Short Finned Pilot Whale Beaching in Southern Coast of Tamil Nadu","https://doi.org/10.32942/osf.io/9u5vs",NA,"Arun Shanker","Pablo Recio","Yes",NA,NA,NA,NA
4293,"Predation as a driver of behavioural variation and trait integration: effects on personality, plasticity, and predictability","https://doi.org/10.32942/osf.io/jwd3c",NA,"David Joseph Mitchell","Pablo Recio","Yes",NA,NA,NA,NA
4294,"Evolution, Origins and Diversification of Parasitic Cnidarians","https://doi.org/10.32942/osf.io/qdpje",NA,"Beth Okamura","Pablo Recio","Yes",NA,NA,NA,NA
4291,"Diet modulates components of animal personality in house sparrows: insights into a possible hormone-mediated mechanism","https://doi.org/10.32942/osf.io/nfyeh",NA,"Szymon Marian Drobniak","Pablo Recio","Yes",NA,NA,NA,NA
4292,"Adaptation, Local Frequency-Dependent and Global Frequency-Independent Selection","https://doi.org/10.32942/osf.io/bw5x7",NA,"Pierrick Bourrat","Pablo Recio","Yes",NA,NA,NA,NA
4289,"Studies of insect temporal trends must account for the complex sampling histories inherent to many long-term monitoring efforts","https://doi.org/10.32942/osf.io/v3sr2","https://doi.org/10.1038/s41559-021-01424-0","Ellen A R Welti","Daniel Noble","Yes",NA,NA,NA,NA
4290,"Differential effects of steroid hormones on levels of genetic variance in a wild bird: possible mechanism of maternal-effects x genetic variance interaction?","https://doi.org/10.32942/osf.io/9f5nr",NA,"Szymon Marian Drobniak","Pablo Recio","Yes",NA,NA,NA,NA
4288,"A systematic review of ecological responses to variation in seasonal snow cover","https://doi.org/10.32942/osf.io/4ce37",NA,"Rachel Slatyer","Pablo Recio","Yes",NA,NA,NA,NA
4285,"Cultural inheritance is driving a major transition in human evolution","https://doi.org/10.32942/osf.io/tzbn9",NA,"Timothy Waring","Antica Culina","Yes",NA,NA,NA,NA
4286,"Unifying individual differences in personality, predictability, and plasticity: a practical guide","https://doi.org/10.32942/osf.io/bnugw","https://doi.org/10.1111/2041-210X.13755","Rose E O'Dea","April Robin Martinig","Yes",NA,NA,NA,NA
4287,"Investigating sex differences in genetic relatedness in great-tailed grackles in Tempe, Arizona to infer potential sex biases in dispersal (version 5 of this preprint has been peer-reviewed and recommended by Peer Community In Ecology [https://doi.org/10.24072/pci.ecology.100074])","https://doi.org/10.32942/osf.io/t6beh","https://doi.org/10.26451/abc.09.01.04.2022","Dieter Lukas","April Robin Martinig","Yes",NA,NA,NA,NA
4283,"VIRUS-HOST RELATIONSHIPS: AN OVERVIEW","https://doi.org/10.32942/osf.io/ju58h",NA,"Mustafa Adhab","Pablo Recio","Yes",NA,NA,NA,NA
4284,"Removing the bad apples: a simple bioinformatic method to improve loci-recovery in de novo RADseq data for non-model organisms","https://doi.org/10.32942/osf.io/47tka","https://doi.org/10.1111/2041-210X.13562","José Cerca","April Robin Martinig","Yes",NA,NA,NA,NA
4281,"Range-wide factors shaping space use and movements by the Neotropic’s flagship predator: the jaguar","https://doi.org/10.32942/osf.io/k2hqz",NA,"Jeffrey James Thompson","Pablo Recio","Yes",NA,NA,NA,NA
4282,"Beekeeping in, of, or for the city? A socioecological perspective on urban  apiculture","https://doi.org/10.32942/osf.io/5whu8","https://doi.org/10.1002/pan3.10206","Douglas B Sponsler","April Robin Martinig","Yes",NA,NA,NA,NA
4280,"Filling the Information Gap in Meta-Ecosystem Ecology","https://doi.org/10.32942/osf.io/hc83u",NA,"Chelsea J. Little","Pablo Recio","Yes",NA,NA,NA,NA
4279,"How microbes can, and cannot, be used to assess soil health","https://doi.org/10.32942/osf.io/t9d5y","https://doi.org/10.1016/j.soilbio.2020.108111","Noah Fierer","Pablo Recio","Yes",NA,NA,NA,NA
4276,"BERTERO’S GHOST REVISITED: NEW TYPIFICATIONS OF TALINUM LINARIA COLLA AND CALANDRINIA GAUDICHAUDII BARNÉOUD (= CALANDRINIA PILOSIUSCULA DC; MONTIACEAE)","https://doi.org/10.32942/osf.io/n4d5j",NA,"Mark Alan Hershkovitz","Antica Culina","Yes",NA,NA,NA,NA
4277,"Recent advances of quantitative modeling to support invasive species eradication on islands","https://doi.org/10.32942/osf.io/63adu","https://doi.org/10.1111/csp2.246","Christopher Baker","Antica Culina","Yes",NA,NA,NA,NA
4278,"Urban biodiversity and the importance of scale","https://doi.org/10.32942/osf.io/9kfp2","https://doi.org/10.1016/j.tree.2020.10.011","Kenta Uchida","April Robin Martinig","Yes",NA,NA,NA,NA
4273,"Meta-analysis reveals an extreme “decline effect” in the impacts of ocean acidification on fish behaviour","https://doi.org/10.32942/osf.io/k9dby","https://doi.org/10.1371/journal.pbio.3001511","Jeff Clements","Pablo Recio","Yes",NA,NA,NA,NA
4274,"Alternative seafood networks during COVID-19: Implications for resilience and sustainability","https://doi.org/10.32942/osf.io/kuzwq","https://doi.org/10.3389/fsufs.2021.614368","Joshua S. Stoll","Pablo Recio","Yes",NA,NA,NA,NA
4275,"Records of rat control campaigns in a food market with the largest seafood trading volume worldwide","https://doi.org/10.32942/osf.io/54rzs","https://doi.org/10.1007/s11252-021-01095-6","Yasushi Kiyokawa","Pablo Recio","Yes",NA,NA,NA,NA
4271,"Blacklists do not necessarily make people curious about invasive alien species. A case study with Bayesian structural time series and Wikipedia searches about invasive mammals in Italy","https://doi.org/10.32942/osf.io/t4hm9","https://doi.org/10.3897/neobiota.71.69422","Jacopo Cerri","Pablo Recio","Yes",NA,NA,NA,NA
4272,"Shifting to broad patterns of interests in conservation culturomics with Bayesian dynamic factor analysis","https://doi.org/10.32942/osf.io/afrpk",NA,"Jacopo Cerri","Antica Culina","Yes",NA,NA,NA,NA
4269,"Changes in plant composition and diversity in an Alpine heath and meadow after 18 years of experimental warming","https://doi.org/10.32942/osf.io/cnf4z","https://doi.org/10.1007/s00035-021-00272-9","Juha M. Alatalo","Dalton Leibold","Yes",NA,NA,NA,NA
4270,"Püllomen: an ethnoecological perspective of the Mapuche protector spirit insect","https://doi.org/10.32942/osf.io/m34bp",NA,"Andrés Muñoz-Sáez","Dalton Leibold","Yes",NA,NA,NA,NA
4268,"Rumicastrum Ulbrich (Montiaceae): a beautiful name for the Australian calandrinias","https://doi.org/10.32942/osf.io/u3dfa",NA,"Mark Alan Hershkovitz","Dalton Leibold","Yes",NA,NA,NA,NA
4265,"An Optical Scattering Based Cost-Effective Approach Towards Quantitative Assessment Of Turbidity And Particle Size Estimation In Drinking Water Using Image Analysis","https://doi.org/10.32942/osf.io/davfq",NA,"Soumendra Singh","Dalton Leibold","Yes",NA,NA,NA,NA
4266,"GoogleTrends reflects the abundance of the Asian tiger mosquito (Aedes albopictus): a call for the web-based surveillance of invasive alien vector species","https://doi.org/10.32942/osf.io/t3hae",NA,"Jacopo Cerri","Dalton Leibold","Yes",NA,NA,NA,NA
4267,"Pathways linking biodiversity to human health: A conceptual framework","https://doi.org/10.32942/osf.io/czyv4","https://doi.org/10.1016/j.envint.2021.106420","Melissa Marselle","Dalton Leibold","Yes",NA,NA,NA,NA
4263,"Sexual dichromatism, size dimorphism and microscale anatomy of white wing stripe in blue tit (Cyanistes caeruleus)","https://doi.org/10.32942/osf.io/pnq2b",NA,"Katarzyna Janas","Dalton Leibold","Yes",NA,NA,NA,NA
4264,"Cushion plants act as facilitators for soil microarthropods in high alpine Sweden","https://doi.org/10.32942/osf.io/zujqn","https://doi.org/10.1007/s10531-021-02247-y","Juha M. Alatalo","Dalton Leibold","Yes",NA,NA,NA,NA
4262,"A call to action: Understanding land use-induced zoonotic spillover to protect environmental, animal, and human health","https://doi.org/10.32942/osf.io/cru9w",NA,"Raina Plowright","Dalton Leibold","Yes",NA,NA,NA,NA
4261,"Combining social information use and comfort-seeking for nest site selection in a cavity-nesting raptor","https://doi.org/10.32942/osf.io/xfhu6","https://doi.org/10.1016/j.anbehav.2021.07.014","Jennifer Morinay","Dalton Leibold","Yes",NA,NA,NA,NA
4256,"Transformation and endurance of Indigenous hunting: Kadazandusun-Murut bearded pig hunting practices amidst oil palm expansion and urbanization in Sabah, Malaysia","https://doi.org/10.32942/osf.io/5ckg3","https://doi.org/10.1002/pan3.10250","David J Kurz","Dalton Leibold","Yes",NA,NA,NA,NA
4257,"Impacts of human disturbance in marine mammals: Do behavioral changes translate to disease consequences? Full methods and Analysis","https://doi.org/10.32942/osf.io/9pr8g",NA,"Melissa Ann Collier","Dalton Leibold","Yes",NA,NA,NA,NA
4258,"Understanding biological resilience, from genes to ecosystems","https://doi.org/10.32942/osf.io/grpxa",NA,"Rose Thorogood","Dalton Leibold","Yes",NA,NA,NA,NA
4259,"Synergistic impacts of anthropogenic fires and aridity on plant diversity in the Western Ghats: Implications for management of ancient social-ecological systems","https://doi.org/10.32942/osf.io/b7vt9","https://doi.org/10.1016/j.jenvman.2021.111957","Charuta Kulkarni","Dalton Leibold","Yes",NA,NA,NA,NA
4260,"A fine balance: specialized questioning techniques and their use in conservation","https://doi.org/10.32942/osf.io/f5e89","https://doi.org/10.1016/j.biocon.2021.109089","Jacopo Cerri","Dalton Leibold","Yes",NA,NA,NA,NA
4255,"Including Rural America in academic conservation science","https://doi.org/10.32942/osf.io/entgj",NA,"David J Kurz","Dalton Leibold","Yes",NA,NA,NA,NA
4254,"Is Human Society an Organism Made of Many Animals?","https://doi.org/10.32942/osf.io/tsdek",NA,"Narcis Marincat","Dalton Leibold","Yes",NA,NA,NA,NA
4252,"Phylogenetic Comparative Methods: A User’s Guide for Paleontologists","https://doi.org/10.32942/osf.io/ytm5x",NA,"Laura Soul","Dalton Leibold","Yes",NA,NA,NA,NA
4253,"Reported individual costs and benefits of sharing open data among Canadian academic faculty in ecology and evolution","https://doi.org/10.32942/osf.io/473pn","https://doi.org/10.1093/biosci/biab024","Sandrine Soeharjono","Dalton Leibold","Yes",NA,NA,NA,NA
4249,"Limited effect of COVID-19 on the 2020 fire season in Mediterranean Europe","https://doi.org/10.32942/osf.io/caj7z",NA,"Víctor Resco de Dios","Dalton Leibold","Yes",NA,NA,NA,NA
4250,"Protected area downgrading, downsizing, and degazettement (PADDD) in marine protected areas","https://doi.org/10.32942/osf.io/wmv4f","https://doi.org/10.1016/j.marpol.2021.104437","Renee Albrecht","Dalton Leibold","Yes",NA,NA,NA,NA
4251,"COVID-19 Outbreak Prediction with Machine Learning","https://doi.org/10.32942/osf.io/xq8rb","https://doi.org/10.3390/a13100249","Sina Faizollahzadeh Ardabili","Matthew Grainger","Yes",NA,NA,NA,NA
4247,"Combining mesocosms with models to unravel the effects of global warming and ocean acidification on temperate marine ecosystems","https://doi.org/10.32942/osf.io/zs78v",NA,"Hadayet Ullah","Matthew Grainger","Yes",NA,NA,NA,NA
4248,"Accounting for year effects and sampling error  in temporal analyses of population and biodiversity change - Response to Seibold et al. 2019 “Arthropod decline in grasslands and forests is associated with landscape-level drivers”","https://doi.org/10.32942/osf.io/cg3zs",NA,"Gergana N. Daskalova","Matthew Grainger","Yes",NA,NA,NA,NA
4246,"Epigenetics and the success of invasive plants","https://doi.org/10.32942/osf.io/69pm8","https://doi.org/10.1098/rstb.2020.0117","Oliver Bossdorf","Matthew Grainger","Yes",NA,NA,NA,NA
4242,"Reducing land use-induced spillover risk by fostering landscape immunity: policy priorities for conservation practitioners","https://doi.org/10.32942/osf.io/7gd6a",NA,"Jamie Reaser","Antica Culina","Yes",NA,NA,NA,NA
4243,"Participatory mapping of aquatic invasive species:  a demonstration in a coastal lagoon","https://doi.org/10.32942/osf.io/4wz59","https://doi.org/10.1016/j.marpol.2021.104412","Jacopo Cerri","Daniel Noble","Yes",NA,NA,NA,NA
4244,"Non-additive genetic effects induce novel phenotypic distributions in male mating traits of F1 hybrids","https://doi.org/10.32942/osf.io/kt3ud",NA,"Keisuke Atsumi","Matthew Grainger","Yes",NA,NA,NA,NA
4245,"Insights from regional and short-term biodiversity monitoring datasets are valuable. A Reply to Daskalova et al. 2020 EcoEvoRxiv doi:10.32942/osf.io/cg3zs","https://doi.org/10.32942/osf.io/zyhf7",NA,"Sebastian Seibold","Matthew Grainger","Yes",NA,NA,NA,NA
4241,"Motif: an open-source R tool for pattern-based spatial analysis","https://doi.org/10.32942/osf.io/kj7fu","https://doi.org/10.1007/s10980-020-01135-0","Jakub Nowosad","Gavin Hossack","Yes",NA,NA,NA,NA
4240,"Rock glaciers and related cold rocky landforms: overlooked climate refugia for mountain biodiversity","https://doi.org/10.32942/osf.io/84ydq","https://doi.org/10.1111/gcb.15510","Stefano Brighenti","Gavin Hossack","Yes",NA,NA,NA,NA
4239,"Environmental conditions promote local segregation, but functional distinctiveness allow aggregation of catfishes in the Amazonian estuary","https://doi.org/10.32942/osf.io/nmyxt","https://doi.org/10.1016/j.ecss.2021.107256","Bruno Eleres Soares","Elvira D'Bastiani","Yes","No",NA,NA,NA
4238,"Shifts between cooperation and antagonism driven by individual variation: A systematic synthesis review","https://doi.org/10.32942/osf.io/sbrvu","https://doi.org/10.1111/oik.08201","Nicholas Patrick Moran","Matthew Grainger","Yes",NA,NA,NA,NA
4235,"Workflow for constructing social networks from automated telemetry systems","https://doi.org/10.32942/osf.io/8yv74",NA,"Daizaburo Shizuka","Elvira D'Bastiani","Yes","Yes",NA,NA,NA
4236,"SVD entropy reveals the high complexity of ecological networks","https://doi.org/10.32942/osf.io/q9v85","https://doi.org/10.3389/fevo.2021.623141","Tanya Strydom","Elvira D'Bastiani","Yes","Yes",NA,NA,NA
4237,"Introduced Vespa velutina does not replace native Vespa crabro and Vespula species","https://doi.org/10.32942/osf.io/xdy9w","https://doi.org/10.1007/s10841-022-00405-3","Luca Carisio","Matthew Grainger","Yes",NA,NA,NA,NA
4234,"Among tree and habitat differences in the timing and abundance of spring caterpillars","https://doi.org/10.32942/osf.io/cfmvy",NA,"Kirsty Helen Macphie","Matthew Grainger","Yes",NA,NA,NA,NA
4231,"Wolf depredation hotspots in France: Clustering analyses accounting for livestock availability","https://doi.org/10.32942/osf.io/n8rzg",NA,"Oksana Grente","Matthew Grainger","Yes",NA,NA,NA,NA
4232,"Periodic monitoring of vampire bats and rabies: a new framework for animal restoration projects in the Neotropics","https://doi.org/10.32942/osf.io/53hda",NA,"Fernando Gonçalves","Matthew Grainger","Yes",NA,NA,NA,NA
4233,"Heuristics for the sustainable harvest of wildlife in stochastic social-ecological systems","https://doi.org/10.32942/osf.io/6fk3t","https://doi.org/10.1371/journal.pone.0260159","Elizabeth Law","Matthew Grainger","Yes",NA,NA,NA,NA
4230,"Transgenerational effects of temperature fluctuations in Arabidopsis thaliana","https://doi.org/10.32942/osf.io/a3nf4","https://doi.org/10.1093/aobpla/plab064","Oliver Bossdorf","Matthew Grainger","Yes",NA,NA,NA,NA
4228,"Maturation in Atlantic salmon (Salmo salar, Salmonidae): a synthesis of ecological, genetic, and molecular processes","https://doi.org/10.32942/osf.io/u8zjm","https://doi.org/10.1007/s11160-021-09656-w","Kenyon Mobley","Matthew Grainger","Yes",NA,NA,NA,NA
4229,"Using citizen science to measure recolonisation of birds after the Australian 2019-20 mega-fires","https://doi.org/10.32942/osf.io/ejd8f",NA,"Joshua S Lee","Matthew Grainger","Yes",NA,NA,NA,NA
4226,"Pandemics and biodiversity: applying lessons learned to conservation in the post-COVID-19 era","https://doi.org/10.32942/osf.io/4det8",NA,"Jiajia Liu","Matthew Grainger","Yes",NA,NA,NA,NA
4227,"Combining surveys and on-line searching volumes to analyze public awareness about invasive alien species: a case study with the invasive Asian yellow-legged hornet (Vespa velutina) in Italy","https://doi.org/10.32942/osf.io/j3vmd","https://doi.org/10.3897/neobiota.73.80359","Jacopo Cerri","Matthew Grainger","Yes",NA,NA,NA,NA
4225,"An efficient new assay for measuring zebrafish anxiety: tall tanks that better characterize between-individual differences","https://doi.org/10.32942/osf.io/7bvxy","https://doi.org/10.1016/j.jneumeth.2021.109138","Hamza Anwer","Matthew Grainger","Yes",NA,NA,NA,NA
