"","timestamp","extractors_first_name","extractors_last_name","preprint_doi","submitting_corresponding_author_first_and_second_name","submitting_corresponding_author_last_name","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","comments_on_preprint","type_of_preprint","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","preprint_comments","publication_comments","preprint_id","preprint_title","publisher_doi","submitting_author","extractor_full_name","completed_yes_no_extractor","comment_by_extractor","checker_full_name","completed_yes_no_checker","comment_by_checker"
"264",2023-10-18 09:31:49,"Dalton","Leibold","https://doi.org/10.32942/osf.io/zujqn","Juha M.","Alatalo","Qatar",1995,"Plants, Invertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1007/s10531-021-02247-y","Biodiversity and Conservation",2021-07-12,"No",2,"none","none",NA,"Data available in the supplemental information of the published manuscript is in the form of a PDF containing mean values of abundance by species across elevational gradients, not raw data. Link: https://doi.org/10.1007/s10531-021-02247-y",4264,"Cushion plants act as facilitators for soil microarthropods in high alpine Sweden","https://doi.org/10.1007/s10531-021-02247-y","Juha M. Alatalo","Dalton Leibold","Yes",NA,NA,NA,NA
"265",2023-10-18 09:39:56,"Dalton","Leibold","https://doi.org/10.32942/osf.io/cru9w","Raina","Plowright","United States of America (the)",2004,"Microorganisms, Zoonotic Disease, Humans","No","Opinion","NA","NA",8,"No","NA","NA",NA,NA,NA,"NULL",NA,"Manuscript is a ""Call to Action"". I listed as ""Opinion"" because it generally fits the same description.",NA,4262,"A call to action: Understanding land use-induced zoonotic spillover to protect environmental, animal, and human health",NA,"Raina Plowright","Dalton Leibold","Yes",NA,NA,NA,NA
"266",2023-10-18 09:50:53,"Dalton","Leibold","https://doi.org/10.32942/osf.io/xfhu6","Jennifer","Morinay","Italy",2013,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1016/j.anbehav.2021.07.014","Animal Behaviour",2021-09-01,"No",7,"https://doi.org/10.17632/64w9khbkd6.1","none",NA,NA,4261,"Combining social information use and comfort-seeking for nest site selection in a cavity-nesting raptor","https://doi.org/10.1016/j.anbehav.2021.07.014","Jennifer Morinay","Dalton Leibold","Yes",NA,NA,NA,NA
"267",2023-10-18 09:58:51,"Kristoffer","Wild","https://doi.org/10.32942/osf.io/7gfbv","Joseph","Burger","United States of America (the)",2008,"Vertebrates","No","Reviews and Meta-analyses","none","none",999,"No","https://www.pnas.org/cgi/doi/10.1073/pnas.1907702116","Proceedings of the National Academy of Sciences",2019-12-10,"No",60,"https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1907702116/-/DCSupplemental","none",NA,NA,4436,"Toward a metabolic theory of life history","https://doi.org/10.1073/pnas.1907702116","Joseph Robert Burger","Kristoffer Wild","Yes",NA,NA,NA,NA
"268",2023-10-18 10:13:02,"Dalton","Leibold","https://doi.org/10.32942/osf.io/5ckg3","David J","Kurz","United States of America (the)",2011,"Vertebrates, Humans","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1002/pan3.10250","People and Nature",2021-08-26,"Yes",9,"https://doi.org/10.6078/D1CT5V","https://doi.org/10.6078/D1CT5V",NA,"Dataset supplied in published version is currently embargoed.",4256,"Transformation and endurance of Indigenous hunting: Kadazandusun-Murut bearded pig hunting practices amidst oil palm expansion and urbanization in Sabah, Malaysia","https://doi.org/10.1002/pan3.10250","David J Kurz","Dalton Leibold","Yes",NA,NA,NA,NA
"269",2023-10-18 10:32:14,"Dalton","Leibold","https://doi.org/10.32942/osf.io/9pr8g","Melissa Ann","Collier","United States of America (the)",2020,"Vertebrates","No","Reviews and Meta-analyses","none","none",1,"No","https://doi.org/10.1007/978-3-030-98100-6_9","Ethology and Behavioral Ecology of Marine Mammals",2022-06-09,"No",1,"https://datadryad.org/stash/dataset/doi:10.5061/dryad.bnzs7h46r","https://github.com/bansallab/asnr/tree/master/Networks/Mammalia",NA,"I could not access the ""article"" itself, because it is actually a book chapter in ""Marine Mammals: the Evolving Human Factor"", part of the Ethology and Behavioral Ecology of Marine Mammals book series (EBEMM). I assumed that the publicly available data and code linked in the most recent version of the pre-print is also linked in the book chapter, thus included those as the published data and code accession links.",4257,"Impacts of human disturbance in marine mammals: Do behavioral changes translate to disease consequences? Full methods and Analysis",NA,"Melissa Ann Collier","Dalton Leibold","Yes",NA,NA,NA,NA
"270",2023-10-18 10:43:10,"Dalton","Leibold","https://doi.org/10.32942/osf.io/grpxa","Rose","Thorogood","Finland",2004,"Ecosystems","No","Reviews and Meta-analyses","NA","NA",0,"No","https://doi.org/10.1038/s44185-023-00022-6","npj Biodiversity",2023-08-28,"No",3,"NA","NA","Proposes a new framework, but meets the general criteria of a Review.",NA,4258,"Understanding biological resilience, from genes to ecosystems",NA,"Rose Thorogood","Dalton Leibold","Yes",NA,NA,NA,NA
"271",2023-10-18 12:14:27,"Dalton","Leibold","https://doi.org/10.32942/osf.io/b7vt9","Charuta","Kulkarni","United Kingdom of Great Britain and Northern Ireland (the)",2008,"Plants","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1016/j.jenvman.2021.111957","Journal of Environmental Management",2021-04-01,"No",5,"none","none",NA,"Supplementary data are only supplementary figures and methods, not raw data.",4259,"Synergistic impacts of anthropogenic fires and aridity on plant diversity in the Western Ghats: Implications for management of ancient social-ecological systems","https://doi.org/10.1016/j.jenvman.2021.111957","Charuta Kulkarni","Dalton Leibold","Yes",NA,NA,NA,NA
"272",2023-10-18 12:26:37,"Dalton","Leibold","https://doi.org/10.32942/osf.io/f5e89","Jacopo","Cerri","Italy",2015,"Humans","No","Reviews and Meta-analyses","NA","NA",1,"No","https://doi.org/10.1016/j.biocon.2021.109089","Biological Conservation",2021-04-08,"No",0,"NA","NA",NA,"Article does not appear on Google Scholar, but journal reports 0 citations of the article.",4260,"A fine balance: specialized questioning techniques and their use in conservation","https://doi.org/10.1016/j.biocon.2021.109089","Jacopo Cerri","Dalton Leibold","Yes",NA,NA,NA,NA
"273",2023-10-18 14:11:51,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2FS43","Ingmar R","Staude","Germany",2018,"Plants","No","Reviews and Meta-analyses","https://github.com/istaude/cultivation-rltrends/blob/main/Data/rothmaler_complete_corrected.csv","at: https://github.com/istaude/cultivation-rltrends",0,"No",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,5848,"Gardens as drivers of native plant dispersal and conservation",NA,"Ingmar René Staude","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"274",2023-10-18 14:53:22,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2B30R","Teri E","Nicholson","United States of America (the)",2007,"Vertebrates","No","Research Article (new empirical work)","https://bit.ly/3pvUkQI","https://bit.ly/3pvUkQI",0,"No",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,5849,"Sea otter recovery buffers century-scale declines in California kelp forests",NA,"Kyle Schuyler Van Houtan","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"275",2023-10-18 14:59:08,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2689N","Robert M.","McElderry","Switzerland",2007,"Plants, Invertebrates, Vertebrates","No","Reviews and Meta-analyses","NA","NA",0,"No",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,5837,"Assessing the multidimensional complexity of biodiversity using a globally standardized approach",NA,"Robert M McElderry","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"276",2023-10-18 15:02:37,"Jordann","Crawford-Ash","https://doi.org/10.32942/X22K50","Christine M.","Cornish","United States of America (the)",2007,"Plants, Fungi, Microorganisms, Invertebrates","No","Opinion","NA","NA",0,"No",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,5845,"A Perspective on How Glyphosate and 2,4-D May Impact Climate Change",NA,"Christine M Cornish","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"277",2023-10-18 15:11:10,"Jordann","Crawford-Ash","https://doi.org/10.32942/X2XS4F","Shawan","Chowdhury","Germany",2014,"Plants, Invertebrates, Vertebrates","No","Methods paper","none","none",0,"No","NA","NA",NA,NA,NA,"NULL",NA,"data available in another paper- however couldnt access paper from google scholar ( Chowdhury et al., 2022)",NA,5854,"A standard protocol for harvesting biodiversity data from Facebook",NA,"Shawan Chowdhury","Jordann Crawford-Ash","Yes",NA,NA,NA,NA
"278",2023-10-18 15:46:39,"Pablo","Recio","https://doi.org/10.32942/osf.io/b9mtn","Mark Alan","Hershkovitz","Chile",1989,"review/opinion","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4479,"The ‘Holy Grail’ in Phylogenetic Reconstruction: Seeing the Forest for the Trees?",NA,"Mark Alan Hershkovitz","Pablo Recio","Yes",NA,NA,NA,NA
"279",2023-10-18 15:48:36,"Jake","Martin","https://doi.org/10.32942/X2KK5N","Shinichi","Nakagawa","Australia",2001,"Meta-analysis","No","Reviews and Meta-analyses","https://github.com/itchyshin/Meta-analysis_tutorial","https://github.com/itchyshin/Meta-analysis_tutorial",999,"No","https://doi.org/10.1186/s13750-023-00301-6","Environmental Evidence",2023-04-23,"No",4,"All data and material are provided as additional files.","All data and material are provided as additional files.","I may have extracted this twice but I can't remember for sure","I may have extracted this twice but I can't remember for sure",4891,"Quantitative evidence synthesis: a practical guide on meta-analysis, meta-regression, and publication bias tests for environmental sciences","https://doi.org/10.1186/s13750-023-00301-6","Shinichi Nakagawa","Jake Martin","Yes",NA,NA,NA,NA
"280",2023-10-18 15:56:46,"Jake","Martin","https://doi.org/10.32942/X2FW2C","Maia C","Tarna","United States of America (the)",2021,"Vertebrates","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.4269%2Fajtmh.22-0624","The American journal of tropical medicine and hygiene",2023-02-06,"No",0,"NA","NA",NA,NA,4900,"Analyzing health of forcibly displaced communities through an integrated ecological lens","https://doi.org/10.4269/ajtmh.22-0624","Maia Tarnas","Jake Martin","Yes",NA,NA,NA,NA
"281",2023-10-18 15:59:22,"Pablo","Recio","https://doi.org/10.32942/osf.io/d8j3r","Sam George Bradley","Roberts","United Kingdom of Great Britain and Northern Ireland (the)",2008,"Vertebrates","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4476,"New research frameworks in the study of chimpanzee and gorilla sociality and communication",NA,"Sam G. B. Roberts","Pablo Recio","Yes",NA,NA,NA,NA
"282",2023-10-18 16:10:03,"Pablo","Recio","https://doi.org/10.32942/osf.io/5dvcp","Katherine GW","Hill","Australia",2021,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.3897/neobiota.59.53671","NeoBiota",2020-07-28,"Yes",2,"http://opendatacommons.org/licenses/odbl/1.0/","none",NA,NA,4473,"Pet or pest? Stable isotope methods for the early detection of invasive alien species",NA,"Katherine G W Hill","Pablo Recio","Yes",NA,NA,NA,NA
"283",2023-10-18 18:02:04,"Stefan","Vriend","https://doi.org/10.32942/X2RG6J","Jacopo","Cerri","Italy",2015,"Vertebrates","No","Research Article (new empirical work)","https://osf.io/zwm4n/","https://osf.io/zwm4n/",0,"No","https://doi.org/10.1111/1365-2664.14432","Journal of Applied Ecology",2023-05-19,"No",0,"https://osf.io/zwm4n/","https://osf.io/zwm4n/",NA,NA,4736,"Accounting for cloud cover and circannual variation puts the effect of lunar phase on deer-vehicle collisions into perspective","https://doi.org/10.1111/1365-2664.14432","Jacopo Cerri","Stefan Vriend","Yes",NA,NA,NA,NA
"284",2023-10-18 18:09:26,"Stefan","Vriend","https://doi.org/10.32942/X2H01N","Emily","Graham","United States of America (the)",2011,"Microorganisms","No","Reviews and Meta-analyses","NA","NA",0,"No","https://doi.org/10.1007/s00248-022-02155-w","Microbial Ecology",2023-02-03,"Yes",7,"NA","NA",NA,NA,4740,"Implications of microbial community assembly for ecosystem restoration: patterns, process, and potential",NA,"Emily Graham","Stefan Vriend","Yes","Publication DOI not added to EcoEvoRxiv",NA,NA,NA
"285",2023-10-18 18:17:06,"Stefan","Vriend","https://doi.org/10.32942/X2C88T","Carolin","Dahms","United Kingdom of Great Britain and Northern Ireland (the)",2022,"Vertebrates","No","Reviews and Meta-analyses","https://docs.google.com/spreadsheets/d/1uNQKHzBWnBrooIzPGVuAJOv6oao6Fh6hYzIWAtYFi2w/edit?usp=sharing","none",0,"No","https://doi.org/10.1111/gcb.16770","Global Change Biology",2023-05-30,"No",1,"https://doi.org/10.5281/zenodo.7937671","https://doi.org/10.5281/zenodo.7937671",NA,NA,4741,"Temperature change effects on marine fish range shifts: a meta-analysis of ecological and methodological predictors","https://doi.org/10.1111/gcb.16770","Carolin Dahms","Stefan Vriend","Yes",NA,NA,NA,NA
"286",2023-10-18 18:36:36,"Louis","Bliard","https://doi.org/10.32942/osf.io/q2zm4","Ioanna","Gavriilidi","Belgium",2016,"Plants, Invertebrates, Vertebrates","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1098/rsbl.2022.0030","Biology Letters",2022-04-20,"No",6,"NA","NA","I changed the submitting authors on the master list from Simon Baeckens to Ioanna Gavriilidi",NA,3841,"How to behave when marooned: the behavioural component of the island syndrome remains underexplored","https://doi.org/10.1098/rsbl.2022.0030","Ioanna Gavriilidi","Louis Bliard","Yes","modified submitting author",NA,NA,NA
"287",2023-10-18 18:48:55,"Louis","Bliard","https://doi.org/10.32942/osf.io/wydm8","Kacharat","Phormkhunathon","Thailand",0,"Vertebrates","No","Research Article (new empirical work)","none","none",1,"No","NA","NA",NA,NA,NA,"NA","NA","The text is really hard to read",NA,4214,"The Threshold of Ecosystem Services Assessment in Urban Forest for Learning Outcomes in Higher Education: Mahidol University (Kanchanaburi Campus)",NA,"Kacharat Phormkhunathon","Louis Bliard","Yes",NA,NA,NA,NA
"288",2023-10-18 18:56:00,"Louis","Bliard","https://doi.org/10.32942/osf.io/2wcrm","Arsen","Korpetayev","United Kingdom of Great Britain and Northern Ireland (the)",0,"ageing in general, not a specific taxa","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,4215,"Adaptive ageing theory of faster adaptation and inconsistency of the conventional selection shadow evolutionary theory of ageing.",NA,"Arsen Korpetayev","Louis Bliard","Yes",NA,NA,NA,NA
"289",2023-10-18 19:16:51,"Susan","Everingham","https://doi.org/10.32942/osf.io/8bpjh","Michael","Smith","United Kingdom of Great Britain and Northern Ireland (the)",2011,"Invertebrates","No","Methods paper","none","none",999,"No","https://doi.org/10.1111/2041-210X.13699","Methods in Ecology and Evolution",2021-08-06,"No",6,"https://doi.org/10.15131/shef.data.14650161","https://github.com/lionfish0/bee_track",NA,"There are two code links for this published article - I have just linked the first one",3976,"A method for low-cost, low-impact insect tracking using retroreflective tags","https://doi.org/10.1111/2041-210X.13699","Michael Smith","Susan Everingham","Yes","I put 999 for the citations on the preprint and meant to actually put 0 (found the preprint on scholar and it has no citations)",NA,NA,NA
"290",2023-10-18 19:18:51,"Louis","Bliard","https://doi.org/10.32942/osf.io/bty8w","Daniel","Ramos-Gonzalez","United Kingdom of Great Britain and Northern Ireland (the)",0,"Invertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1002/ece3.7443","Ecology and Evolution",2021-03-23,"No",3,"https://onlinelibrary.wiley.com/doi/10.1002/ece3.7443","none","link to published paper missing on EcoEvoRxiv","data is available as supplementary materials in the published article, so I used the article doi for data link article",4212,"Qualitative and quantitative methods show stability in patterns of Cepaea nemoralis shell polymorphism in the Pyrenees over five decades","https://doi.org/10.1002/ece3.7443","Daniel Ramos-Gonzalez","Louis Bliard","Yes","modified submitting author",NA,NA,NA
"291",2023-10-18 19:23:27,"Stefan","Vriend","https://doi.org/10.32942/X27G6W","Joel L","Pick","Norway",2015,"none","No","Methods paper","https://github.com/squidgroup/null_distributions","https://github.com/squidgroup/null_distributions",999,"No","https://doi.org/10.1111/2041-210X.14200","Methods in Ecology and Evolution",2023-09-07,"No",1,"https://doi.org/10.5281/zenodo.8189617","https://doi.org/10.5281/zenodo.8189617",NA,NA,4743,"Describing posterior distributions of variance components: Problems and the use of null distributions to aid interpretation","https://doi.org/10.1111/2041-210X.14200","Joel L Pick","Stefan Vriend","Yes",NA,NA,NA,NA
"292",2023-10-18 19:30:03,"Louis","Bliard","https://doi.org/10.32942/osf.io/ex5qu","Stephanie","Jurburg","Germany",2010,"Plants, Fungi, Microorganisms, Invertebrates","No","Opinion","NA","NA",999,"No","https://doi.org/10.1111/1755-0998.13401","Molecular Ecology Resources",2021-05-04,"No",14,"NA","NA",NA,NA,4213,"All together now: Limitations and recommendations for the simultaneous analysis of all eukaryotic soil sequences","https://doi.org/10.1111/1755-0998.13401","Stephanie Jurburg","Louis Bliard","Yes",NA,NA,NA,NA
"293",2023-10-18 19:30:11,"Stefan","Vriend","https://doi.org/10.32942/X23S3M","Mariana","García Criado","United Kingdom of Great Britain and Northern Ireland (the)",2017,"Plants","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1038/s41467-023-39573-4","Nature Communications",2023-06-28,"No",2,"https://doi.org/10.5281/zenodo.7974602","https://zenodo.org/record/7974602",NA,NA,4749,"Plant traits poorly predict winner and loser shrub species in a warming tundra biome","https://doi.org/10.1038/s41467-023-39573-4","Mariana García Criado","Stefan Vriend","Yes",NA,NA,NA,NA
"294",2023-10-18 19:30:37,"Susan","Everingham","https://doi.org/10.32942/osf.io/593q7","Pamela","Collins","United States of America (the)",0,"Sustainable development goals","No","Opinion","NA","NA",0,"No","https://doi.org/10.1017/sus.2022.5","Global Sustainability",2022-04-22,"No",10,"NA","NA",NA,NA,3974,"Make natures role visible to achieve the SDGs",NA,"Pamela Collins","Susan Everingham","Yes",NA,NA,NA,NA
"295",2023-10-18 19:35:44,"Inês","Silva","https://doi.org/10.32942/osf.io/mtxuk","John R","Stinchcombe","United States of America (the)",1989,"Plants","No","Comment","NA","NA",0,"No","https://doi.org/10.1002/ajb2.16068","American Journal of Botany",2022-09-15,"No",2,"NA","NA",NA,NA,3719,"PHENOTYPIC PLASTICITY MADE SIMPLE, BUT NOT TOO SIMPLE","https://doi.org/10.1002/ajb2.16068","John R Stinchcombe","Inês Silva","Yes",NA,NA,NA,NA
"296",2023-10-18 19:36:02,"Stefan","Vriend","https://doi.org/10.32942/X2V885","Moises","Exposito-Alonso","United States of America (the)",2016,"Plants","No","Reviews and Meta-analyses","NA","NA",0,"No","https://doi.org/10.1111/nph.18718","New Phytologist",2023-01-05,"Yes",6,"NA","NA",NA,NA,4755,"Understanding local plant extinctions before it’s too late: bridging evolutionary genomics with global ecology.","https://doi.org/10.1111/nph.18718","Moises Exposito-Alonso","Stefan Vriend","Yes",NA,NA,NA,NA
"297",2023-10-18 19:39:18,"Susan","Everingham","https://doi.org/10.32942/osf.io/4qaxz","Koichi","Sugimoto","Japan",2003,"Plants, Invertebrates","No","The authors call this an ""idea paper"" - not sure where that falls - probably opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,3975,"Contribution of anther color to interaction between plants and flower-visiting arthropods – usefulness of bioresource stocks",NA,"Koichi Sugimoto","Susan Everingham","Yes",NA,NA,NA,NA
"298",2023-10-18 19:40:31,"Birgit","Szabo","https://doi.org/10.32942/osf.io/3mkf9","Tiago R.","Simões","United States of America (the)",2011,"R package","No","Methods paper","NA","https://github.com/tiago - simoes/evophylo",999,"No","https://doi.org/10.1111/2041-210X.14128","Methods in Ecology and Evolution",2023-05-17,"No",1,"NA","https://doi.org/10.5281/zenodo.7897321",NA,NA,3738,"EvoPhylo: an R package for pre- and postprocessing of morphological data from relaxed clock Bayesian phylogenetics","https://doi.org/10.1111/2041-210X.14128","Tiago R. Simões","Birgit Szabo","Yes",NA,NA,NA,NA
"299",2023-10-18 19:43:10,"Inês","Silva","https://doi.org/10.32942/osf.io/4y9vn","Muhammad","Ichsan","Indonesia",2012,"Vertebrates","No","Research Article (new empirical work)","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA","Natural history paper",NA,3720,"Record of Halmahera Walking (Hemiscyllium halmahera) Shark in South Morotai",NA,"Muhammad Ichsan","Inês Silva","Yes",NA,NA,NA,NA
"300",2023-10-18 19:44:40,"Stefan","Vriend","https://doi.org/10.32942/X2QG67","Joshua L","Payne","Switzerland",2007,"none","No","Reviews and Meta-analyses","https://github.com/alejvcano/infiniteSites","https://github.com/alejvcano/infiniteSites",0,"No","https://doi.org/10.1098/rstb.2022.0055","Philosophical Transactions of the Royal Society B: Biological Sciences",2023-04-03,"No",6,"https://github.com/alejvcano/infiniteSites","https://github.com/alejvcano/infiniteSites",NA,NA,4756,"Mutation bias and the predictability of evolution","https://doi.org/10.1098/rstb.2022.0055","Joshua L Payne","Stefan Vriend","Yes",NA,NA,NA,NA
"301",2023-10-18 19:47:42,"Louis","Bliard","https://doi.org/10.32942/osf.io/mub24","Ming","Ni","Canada",2018,"Plants","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1111/gcb.15524","Global Change Biology",2021-01-18,"No",5,"none","none",NA,NA,4208,"Space-for-time inferences about range-edge dynamics of tree species can be influenced by sampling biases","https://doi.org/10.1111/gcb.15524","Ming Ni","Louis Bliard","Yes",NA,NA,NA,NA
"302",2023-10-18 19:51:47,"Natalie","van Dis","https://doi.org/10.32942/X20S3P","Elise","Gallois","United Kingdom of Great Britain and Northern Ireland (the)",2020,"Plants","No","Research Article (new empirical work)","https://github.com/EliseGallois/SvalbardDogHub/","https://github.com/EliseGallois/SvalbardDogHub/",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5776,"Paws for thought: Impacts of animal husbandry on tundra greening in High Arctic Svalbard",NA,"Elise Gallois","Natalie E. van Dis","Yes",NA,NA,NA,NA
"303",2023-10-18 19:53:02,"Stefan","Vriend","https://doi.org/10.32942/X2G01B","Zachary","Ardern","United Kingdom of Great Britain and Northern Ireland (the)",2017,"none","No","Reviews and Meta-analyses","NA","NA",0,"No","https://doi.org/10.1007/s00239-023-10122-3","Journal of Molecular Evolution",2023-06-16,"No",1,"NA","NA",NA,NA,4759,"Alternative reading frames are an underappreciated source of protein sequence novelty","https://doi.org/10.1007/s00239-023-10122-3","Zachary Ardern","Stefan Vriend","Yes","Year of earliest publication of submitting author is based on the first journal article. They did publish an earlier book chapter though.",NA,NA,NA
"304",2023-10-18 19:53:53,"Inês","Silva","https://doi.org/10.32942/osf.io/3nmh8","Eduardo P. C.","Rocha","France",1997,"Microorganisms","No","Opinion","NA","NA",0,"No","https://doi.org/10.1016/j.mib.2022.102230","Current Opinion in Microbiology",2022-11-03,"No",4,"NA","NA",NA,NA,3717,"When bacteria are phage playgrounds: interactions between viruses, cells and mobile genetic elements","https://doi.org/10.1016/j.mib.2022.102230","Eduardo P. C. Rocha","Inês Silva","Yes",NA,NA,NA,NA
"305",2023-10-18 19:55:27,"Natalie","van Dis","https://doi.org/10.32942/X2W02F","Ana Maria","Bedoya","United States of America (the)",2015,"Plants","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,5782,"Botany and Geogenomics: constraining geological hypotheses with large-scale genetic data derived from plants",NA,"Ana Maria Bedoya","Natalie E. van Dis","Yes",NA,NA,NA,NA
"306",2023-10-18 19:55:32,"Susan","Everingham","https://doi.org/10.32942/osf.io/xpvm7","Donna","Maney","United States of America (the)",1996,"Vertebrates","No","Opinion","NA","NA",0,"No","https://doi.org/10.1098/rstb.2020.0507","Philosophical Transactions of the Royal Society B",2022-05-30,"No",7,"NA","NA",NA,NA,3973,"Supergenes on Steroids","https://doi.org/10.1098/rstb.2020.0507","Donna Maney","Susan Everingham","Yes",NA,NA,NA,NA
"307",2023-10-18 19:56:35,"Birgit","Szabo","https://doi.org/10.32942/osf.io/qc7bx","Yefeng","Yang","Australia",2014,"meta-analyses","No","Comment","NA","https://github.com/Yefeng0920/decline_effect_Ecology",3,"No","https://doi.org/10.1002/ecy.4069","Ecology",2023-04-28,"No",1,"NA","https://doi.org/10.5281/zenodo.7089673",NA,NA,3739,"Decline effects are rare in ecology: Comment","https://doi.org/10.1002/ecy.4069","Yefeng Yang","Birgit Szabo","Yes",NA,NA,NA,NA
"308",2023-10-18 19:58:07,"Inês","Silva","https://doi.org/10.32942/osf.io/hya68","Patrice","Pottier","Australia",2018,"Vertebrates","No","Comment","NA","NA",0,"No","https://doi.org/10.1007/s10682-022-10157-w","Evolutionary Ecology",2022-02-15,"No",10,"NA","NA",NA,NA,3715,"Methodological inconsistencies define thermal bottlenecks in fish life cycle: a comment on Dahlke et al. 2020","https://doi.org/10.1007/s10682-022-10157-w","Patrice Pottier","Inês Silva","Yes",NA,NA,NA,NA
"309",2023-10-18 19:59:26,"Louis","Bliard","https://doi.org/10.32942/osf.io/cnzyv","Diana","Bowler","Germany",2003,"Vertebrates","No","Research Article (new empirical work)","none","https://github.com/bowlerbear/ptarmiganUpscaling",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,3830,"Integrated distribution modelling to estimate the national population size of an alpine bird",NA,"Diana Bowler","Louis Bliard","Yes",NA,NA,NA,NA
"310",2023-10-18 20:04:01,"Inês","Silva","https://doi.org/10.32942/osf.io/u86q7","Sofia Julia","van Moorsel","Switzerland",2016,"Plants","No","Research Article (new empirical work)","none","none",3,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,3712,"High tolerance to zinc but no evidence for local adaptation in the aquatic plant Lemna minor",NA,"Sofia Julia van Moorsel","Inês Silva","Yes",NA,NA,NA,NA
"311",2023-10-18 20:06:54,"Shreya","Dimri","https://doi.org/10.32942/osf.io/uahd8","Mark","Hibbins","United States of America (the)",2018,"Review of phylogenomic methods","No","Methods paper","none","none",5,"No","https://doi.org/10.1093/genetics/iyab220","Genetics",2021-11-11,"No",68,"https://github.com/mhibbins/introgression_review","https://github.com/mhibbins/introgression_review","Type of preprint: I have considered it a ""Methods"" paper since they review the prevalent methods in the field and run some simulations to explore the already present methods. It could also be considered a Review.",NA,4164,"Phylogenomic approaches to detecting and characterizing introgression","https://doi.org/10.1093/genetics/iyab173","Mark Hibbins","Shreya Dimri","Yes",NA,NA,NA,NA
"312",2023-10-18 20:09:00,"Louis","Bliard","https://doi.org/10.32942/osf.io/bthsm","Jamie","Reaser","United States of America (the)",0,"ecosystem, zoonotic diseases, no specific taxa","No","Opinion","NA","NA",1,"No","https://doi.org/10.1111/rec.13357","Restoration Ecology",2021-02-18,"Yes",35,"NA","NA","Link to published article is missing from EcoEvoRxiv",NA,4210,"Ecological Countermeasures for Pandemic Prevention: When Ecological Restoration is a Human Health Imperative","https://doi.org/10.1111/rec.13357","Jamie Reaser","Louis Bliard","Yes",NA,NA,NA,NA
"313",2023-10-18 20:09:08,"Inês","Silva","https://doi.org/10.32942/osf.io/642xb","Carel P.","van Schaik","Germany",1977,"Vertebrates","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,3713,"The brain’s bootstrapping problem and its consequences: Parental provisioning and variation in vertebrate brain sizes",NA,"Carel P. van Schaik","Inês Silva","Yes",NA,NA,NA,NA
"314",2023-10-18 20:12:14,"Inês","Silva","https://doi.org/10.32942/osf.io/2f6uk","Gabriel","Nakamura","United States of America (the)",2014,"Plants, Algi, Fungi, Microorganisms, Invertebrates, Vertebrates","No","Methods paper","https://github.com/GabrielNakamura/Herodotools/tree/main/inst/extdata","https://github.com/GabrielNakamura/Herodotools/",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA,3714,"Herodotools: An R package to integrate macroevolution, community ecology, and biogeography","https://doi.org/10.1111/jbi.14610","Gabriel Nakamura","Inês Silva","Yes",NA,NA,NA,NA
